acceleration,orthogonality,step_norms,exit_step_by_acceleration,exit_step_by_norm,max_acceleration,max_step_norm,mean_acceleration,mean_orthogonality,num_steps,depth,sample_id
"[16.17163990340963, 15.181309497649227, 13.666759590414381, 12.247929354813367, 11.26740501720227, 10.271209273623152, 9.348578637638848, 8.481391708247896, 7.886700194656856, 7.201456010134065, 6.574004104479719, 5.985011045375829, 5.42006694353841, 4.997666374848183, 4.567675501191028, 4.165079784561102, 3.8191004706276725, 3.4759654311964665, 3.1856669591488824, 2.8656303229966333, 2.6369859810776153, 2.4416118632829282, 2.197359705121091, 1.994145864330523, 1.8194705837480294, 1.6865293283249905, 1.5578736411819116, 1.3921415707611284, 1.2744691900009073, 1.1608539154345843]","[-0.48252998141348596, -0.5141269875040183, -0.4989364179917488, -0.4892103867552692, -0.498965564475755, -0.49319889225609503, -0.49351379277140345, -0.4752352973406752, -0.5102007615533594, -0.4971508061635718, -0.49881025440379545, -0.501307702817203, -0.4851987168347975, -0.4953858724683447, -0.4963572327543275, -0.4966693100193046, -0.5103045108072389, -0.49724303775370804, -0.5056749456149919, -0.4875998789165225, -0.49600474728341304, -0.5114604321699401, -0.49232972972650496, -0.49432545359547353, -0.48148880835003954, -0.4916594256558254, -0.506090398542731, -0.48471639057099536, -0.5036815010775558, -0.4852179863160712]","[9.713897922780673, 9.065294911881445, 8.37826072682878, 7.398178554212811, 6.791200693055552, 6.219569770216728, 5.66315970335352, 5.150951267073533, 4.7210462213035065, 4.352495185464051, 3.967954710014496, 3.6234501396189613, 3.281624982018605, 3.0059433349965228, 2.7721653460873723, 2.5062948594785945, 2.307087376512745, 2.0859560752708015, 1.9304256510597377, 1.7394967695873944, 1.5819233859112234, 1.4663306726179484, 1.3413926012038138, 1.2010955843212883, 1.1052396151699908, 1.0080061745390154, 0.9445153219960309, 0.8499035580957576, 0.7650828170396687, 0.7043303501865495, 0.6422666720471019]",26.0,26.0,16.17163990340963,9.713897922780673,5.831389592300578,-0.4958198407968056,32,3,25
"[16.35777922917088, 15.08562154963574, 14.130499743768741, 13.129131753988286, 12.152052836690293, 11.377013609346092, 10.390137015738148, 9.48856748806548, 8.83977138223889, 8.332507878790828, 7.7270332295830295, 7.130713049011702, 6.692999722390811, 6.184432800653424, 5.5494614901640755, 5.140853834155438, 4.8731001443772834, 4.530367190346814, 4.095317733266237, 3.8103348421191616, 3.595861569833598, 3.273486905125744, 2.9833889081258986, 2.792388611392436, 2.6379877757092576, 2.4073819711165125, 2.2505378166267938, 2.0727225343291944, 1.8982518610421848, 1.7770472405091953]","[-0.5080782496342261, -0.49063001689179464, -0.5029577189679066, -0.5046762851064479, -0.49792493481539385, -0.4946178679251482, -0.4949180961533485, -0.49747579763557154, -0.49025695272698155, -0.5002178842720323, -0.5061745181706201, -0.5052536868015484, -0.5107195946458117, -0.516551719141636, -0.4859999724485136, -0.49296993642422704, -0.5113668168917861, -0.4993750191575695, -0.4776731363984704, -0.49527709954852284, -0.5122035812082802, -0.48231438160171236, -0.4770023054770417, -0.4933176292859008, -0.515667997627563, -0.4814098595893411, -0.5138117651528299, -0.508544356695535, -0.492603298683773, -0.5060898296697566]","[9.732577456543115, 9.101655258102529, 8.367106194497437, 7.931400802825711, 7.199411178576626, 6.840751225820971, 6.316391936591847, 5.696069757735421, 5.266794586496366, 4.972358662234444, 4.646657144341066, 4.2546147522687185, 3.9631430952398987, 3.736721160014382, 3.3622219963712094, 3.0736212074065032, 2.87536322822234, 2.7297972221179156, 2.500837468442303, 2.261494023486474, 2.1447224119344024, 1.9896954545990244, 1.811220802574912, 1.659237789017785, 1.5719409870060967, 1.4576712329000414, 1.3386346661665904, 1.2476666005730939, 1.1381000960832897, 1.058749620190151, 0.9886616935671686]",,,16.35777922917088,9.732577456543115,6.6902250572437385,-0.49886934362497637,32,4,26
"[16.938631960948722, 15.63883793027072, 14.565266364986176, 13.56678389209666, 13.044677532241117, 12.085020987560673, 11.20823775838495, 10.482210342790165, 9.655695616701562, 8.939489068156512, 8.49905815518867, 8.143379166544547, 7.5425644055438115, 7.004142041178345, 6.555631875710386, 6.163242109407979, 5.699400659342302, 5.339322472825201, 5.027197294885483, 4.7280219298035915, 4.395584128244591, 4.090772610167472, 3.830050248978573, 3.5891987441979447, 3.368690288538205, 3.1260086500383415, 2.970405835296332, 2.8210529034404543, 2.595543989205216, 2.3891133495279284]","[-0.5256626503930906, -0.49634135362627907, -0.5113877301216814, -0.48692608017298417, -0.5268487766934619, -0.5079542488284688, -0.5128751540178931, -0.5077819141599732, -0.500296719415886, -0.4888328311885011, -0.4871953023335279, -0.5095623756089792, -0.4897021792920666, -0.4981069202134031, -0.49780158364495275, -0.5036340106879035, -0.4861929856624149, -0.5025063225392676, -0.49912954410189664, -0.5067364602432521, -0.49121679944635643, -0.47722248604485973, -0.4916489127179744, -0.5054378909274733, -0.5139990598631735, -0.488374381700158, -0.505647709474719, -0.5138064551688549, -0.5002653732110716, -0.49299728455971653]","[9.987061415878582, 9.404065822958318, 8.67117143828884, 8.080502869086462, 7.651773876075092, 7.276438277633628, 6.6364874530841895, 6.248601929398602, 5.821469743565793, 5.323154581704838, 5.036557268525736, 4.818636987285328, 4.553479112736395, 4.183288712203825, 3.907936765740666, 3.6661139235193723, 3.4408010495187917, 3.168865448902844, 2.9904532571604183, 2.8152560795572215, 2.6309546197797924, 2.458558181264415, 2.3004070380968153, 2.1334455673695736, 2.002834771012507, 1.86821717428099, 1.7548468214843589, 1.6682841575000857, 1.5738568595074975, 1.4216665974662517, 1.3431272019557978]",,,16.938631960948722,9.987061415878582,7.466774410406754,-0.5008697165353414,32,5,27
"[15.930687776348698, 14.018638065028327, 12.795894333340726, 11.563029932752917, 10.225875734978759, 9.296713924524303, 8.329445262579025, 7.432617138628707, 6.667404553432035, 5.945998864976055, 5.220647559525562, 4.681515236708433, 4.231980024776988, 3.7806623247387905, 3.381650901074542, 3.043577532399717, 2.6617861942046006, 2.371621546203078, 2.1609509052309406, 1.9407458108895292, 1.7478599579517284, 1.5656602927216912, 1.395666258093564, 1.242669859305964, 1.0997104490518812, 0.9801603262367582, 0.8738882933544776, 0.7874543684046635, 0.7096607811391069, 0.644484427837611]","[-0.49477595976796, -0.4707604979842187, -0.5051947161497872, -0.5085046449729063, -0.4848350943571962, -0.50869144648821, -0.4921415598772328, -0.48823639959742987, -0.49823268248028263, -0.5112710740668085, -0.4868638448953841, -0.4872575870584429, -0.49949073837113084, -0.5031795779326614, -0.48898775185372995, -0.4996103222707111, -0.48623260001494567, -0.48413349867379235, -0.5096135939605969, -0.5030947835639031, -0.5050893116850478, -0.5066986275316177, -0.5002947664342879, -0.49602323065966514, -0.48382949741035086, -0.49439533302993044, -0.4848269533032799, -0.499620126683319, -0.5027504319327466, -0.5089543143444958]","[9.769763250394842, 8.645940385021625, 7.691473377508392, 7.053903764338047, 6.2523793917242605, 5.60954762739611, 5.090304710222409, 4.547808833779829, 4.0638152470031, 3.6355926842498314, 3.200120455299342, 2.8512656015477877, 2.575169670178795, 2.3099267278437132, 2.0483938224884803, 1.8694103584042803, 1.6430334950870562, 1.4424830851558594, 1.3095126823825738, 1.176627235598249, 1.0610584062124648, 0.9528251397728144, 0.8500617414403138, 0.7605278373872764, 0.67544063282471, 0.6005314094801496, 0.5326938644891636, 0.4810721612475299, 0.4277961126299833, 0.3906199856255294, 0.35101107670061565]",21.0,21.0,15.930687776348698,9.769763250394842,4.890955287881307,-0.496453032245069,32,2,28
"[16.459843449009302, 14.828503630330625, 13.482486347527516, 12.491264477727047, 11.507799084602702, 10.437371622750053, 9.527578986729715, 8.714138296631795, 7.901167264120916, 7.166688636432031, 6.5319806942460215, 6.057080562301528, 5.494457779225025, 4.9987595937122915, 4.569554227959208, 4.1544751744626565, 3.7993246969921985, 3.41934429284392, 3.187521166577808, 2.9021766332003054, 2.632964558318844, 2.3890640217704817, 2.2115878527397226, 2.0363275026349075, 1.821869777773443, 1.639607010340538, 1.5292199169354088, 1.4069073719913585, 1.2777810768552629, 1.159928965674968]","[-0.5115972756529207, -0.4869908079344092, -0.4908266986695272, -0.5133987935418257, -0.5099140290569879, -0.49334300791471175, -0.497466487481129, -0.5069111879204571, -0.5063863748271649, -0.49883574404686754, -0.48401417074290526, -0.5091321165845636, -0.4930991903528551, -0.49164860658448883, -0.49905734643311894, -0.4870250143998333, -0.49644048404096636, -0.47248921772052765, -0.4972436536223224, -0.4883408671176793, -0.4954444321677028, -0.48010762110193417, -0.5068591116130069, -0.5059237686565914, -0.49642237612133694, -0.4864305863063156, -0.505053704387185, -0.5038106750689657, -0.504069560194699, -0.489719500253478]","[9.904959528999411, 9.021519845204804, 8.168395583277437, 7.441889228871554, 6.91467688098883, 6.3254334761730515, 5.748766706215023, 5.258371052288929, 4.776970779818935, 4.323448854853219, 3.9523624007402067, 3.628225182707252, 3.342794940957147, 3.0134060714501976, 2.7730997392395906, 2.5027108253994927, 2.314073170839402, 2.076052956818548, 1.9077045257538343, 1.7755178403593208, 1.586909284336538, 1.4570694441472898, 1.318851683538861, 1.2285271829234299, 1.1173274955804615, 0.9875539567614294, 0.9138293684493404, 0.8485976447943427, 0.7733231733853474, 0.6995244041459082, 0.6440677567362277]",25.0,25.0,16.459843449009302,9.904959528999411,5.857892489080586,-0.4969334136838826,32,3,29
"[16.240226014251956, 15.182444316269468, 14.170134327192116, 12.960834254108267, 11.967273643178043, 11.270017886835221, 10.418124236380335, 9.671886399290184, 8.980245570650425, 8.22870016325443, 7.544344367745936, 7.064550670815012, 6.546229998712234, 6.054435956236586, 5.710259063918577, 5.246168585278662, 4.794055140730253, 4.460508715362412, 4.1508094601570855, 3.8545033038367764, 3.591608057179009, 3.296884183476188, 3.0222159024982647, 2.8052361712052956, 2.53352140350925, 2.3868163880565305, 2.259766207093482, 2.082331670048005, 1.9571047359490823, 1.827977556608903]","[-0.47536455743624445, -0.4954179351418547, -0.50450330313007, -0.49122225238734835, -0.48188191971802047, -0.5067447234494661, -0.49227797237543724, -0.5047916594109343, -0.5052275352389659, -0.4939431973790937, -0.49130204283708734, -0.5046210448965931, -0.5068316393834906, -0.5044791536432255, -0.5176295914958575, -0.5056010694179085, -0.4929722374708934, -0.49396974051954745, -0.4948472518550933, -0.49041109889499973, -0.4986939529365307, -0.49814223443886935, -0.4834115713731674, -0.5038220782557492, -0.46785897948993416, -0.49033522370555604, -0.5162019515152982, -0.49081149284940223, -0.5132335967057725, -0.5108677937576913]","[9.867526772281838, 9.034460102165074, 8.521021135792498, 7.811661821492169, 7.193864060082967, 6.705979194322894, 6.276026779568708, 5.781420786962936, 5.366373944795282, 4.982761866020132, 4.534590445724463, 4.200050686518662, 3.943523294861192, 3.595630685526877, 3.3839579882566095, 3.170163525726256, 2.8739283892478555, 2.673554445563394, 2.486230114715279, 2.313920354764399, 2.1501442607427745, 1.997960489633952, 1.8097553107191717, 1.6988466750972744, 1.5348706341635407, 1.4216574381621547, 1.3429395366196277, 1.2519253995362456, 1.159335512598348, 1.0902903170698555, 1.0124042493780663]",,,16.240226014251956,9.867526772281838,6.675973811660934,-0.49758062670367015,32,4,30
"[16.926678002990343, 15.91254907036436, 14.594097319848304, 13.472985965411542, 12.474761204210573, 11.881820535351293, 11.32884497543549, 10.408093602039177, 9.844050349620668, 9.095128323288478, 8.529312890251896, 8.046980647398428, 7.554971695991243, 7.083348912694029, 6.496378301330534, 6.095346267604688, 5.809805562267195, 5.315989612704375, 4.910395202024006, 4.608239941906701, 4.3659000161145585, 4.060731271685363, 3.8716985019516836, 3.639189134721444, 3.367023942852919, 3.1665437638411364, 2.958399246652712, 2.7583263461043117, 2.6039900508844767, 2.3925198790457927]","[-0.4962811990428206, -0.5130728252538235, -0.49191735999130337, -0.49946382590721305, -0.4822818783653418, -0.4899154771365798, -0.5295164292025473, -0.48858973830231006, -0.5115862602602707, -0.48463099250700337, -0.49655401306159586, -0.49372273279226053, -0.4972401248311475, -0.5131054885251285, -0.4962315780818226, -0.5021458892600461, -0.5202716391506612, -0.4922954996071968, -0.4955287234172131, -0.49409350625722065, -0.5161539938173514, -0.48571203245277716, -0.49563636441887643, -0.497899278493156, -0.49333935698594616, -0.5118570975467062, -0.5084886191079117, -0.49443539473201564, -0.5060327556040174, -0.4847502808131488]","[10.061538178006606, 9.505318197992265, 8.784796013268853, 8.107985998855444, 7.447377569176675, 7.041081716799263, 6.723965893681785, 6.227696414545066, 5.83430398212771, 5.487260362153881, 5.066193223242569, 4.792665060970743, 4.517311510878399, 4.212670260265071, 3.929392852308942, 3.5786615582798462, 3.4542442498937453, 3.2080288675759707, 2.944249003701054, 2.732930193924617, 2.598137434161931, 2.4151758980081857, 2.2957210256819516, 2.1809522222827917, 2.0231747617176055, 1.8724006142216285, 1.7691704290725414, 1.6364268815276541, 1.5541797530003703, 1.4459807844703343, 1.3299733199702122]",,,16.926678002990343,10.061538178006606,7.452470017886257,-0.49942501183084703,32,5,31
"[16.059493248693066, 14.433885647566546, 12.792261797922466, 11.310468574758895, 10.212602162239056, 9.271069181139117, 8.301661870690952, 7.392595234351686, 6.704674334692109, 5.90829433005292, 5.295450262388749, 4.813838253597579, 4.278502131208322, 3.770960135194921, 3.420323446673208, 3.0202405292768377, 2.663186342506112, 2.4079097825616795, 2.1792591276737268, 1.946925718075644, 1.7483899581084053, 1.5655038090429936, 1.3995025305970725, 1.2522764325652305, 1.1147538436554323, 1.0019877074964851, 0.9028263714108083, 0.8025166725145142, 0.7139395169073718, 0.6414651721279859]","[-0.49583587692966435, -0.5024528811689251, -0.5053034946856102, -0.4879366373842035, -0.4924561287140542, -0.49510255743188003, -0.4986740787663528, -0.48889747272414036, -0.5138132251327882, -0.4799300739874575, -0.48842821312706586, -0.5138708032351558, -0.5099341332503401, -0.488788377822583, -0.5144533379184386, -0.49432789448287345, -0.4889157986711688, -0.4981001818787122, -0.5076750092173883, -0.4919677269491794, -0.4986225129881097, -0.5039094171767478, -0.4993648693154159, -0.4948371089061212, -0.48836692716711844, -0.4897383401570466, -0.502824718963233, -0.49523758163361553, -0.48782128958200377, -0.487102447109529]","[9.728351271941683, 8.834088792204806, 7.808658043478241, 6.927881988869332, 6.1777722605663845, 5.640335964329715, 5.077502266562323, 4.506992498859384, 4.05695063043474, 3.6460184063365118, 3.2177017520997797, 2.9181683953140958, 2.6121311497410535, 2.3089486184836012, 2.0592969700607644, 1.86979634129933, 1.621298032582925, 1.4639327206901673, 1.3169432627715119, 1.1920198904096513, 1.0608396193106024, 0.9580801041172112, 0.8461111785354014, 0.7696331490189053, 0.6778837884977227, 0.6137972946581165, 0.5465083357012993, 0.4945771590326578, 0.4328711369620051, 0.3945773968313439, 0.3488428385754999]",21.0,21.0,16.059493248693066,9.728351271941683,4.910892137522996,-0.49682297054923075,32,2,32
"[16.25743528627025, 14.81266963914288, 13.418782625994975, 12.245903733783628, 11.378140026833856, 10.277559323826729, 9.291177587426265, 8.51169437715852, 7.851760439243879, 7.242032836233563, 6.677677924523142, 6.033721256991948, 5.491727685038154, 4.979768549684272, 4.479108699524553, 4.108185245725078, 3.812378677003801, 3.4732277935089084, 3.121476909465658, 2.8616100418277832, 2.6635894637894566, 2.4056859851025187, 2.20325781433939, 2.0255872145439433, 1.8520304786605504, 1.6789480943379587, 1.5290281365860756, 1.3922100321243223, 1.2822032853870724, 1.1572979821073046]","[-0.5033009328854189, -0.5055012121670946, -0.48271714077196903, -0.4769254661232677, -0.5097742585499472, -0.4884854682399101, -0.48931611766726674, -0.49121321445861177, -0.5107352278308095, -0.5014833172330629, -0.5148246552704563, -0.4924681926195215, -0.5061255543786616, -0.5012200275483562, -0.472963016332742, -0.49186268466633537, -0.515233581702451, -0.5067182266934813, -0.4860688026450097, -0.48161318625821, -0.5063058144570672, -0.4788321839693665, -0.4968139259854204, -0.48953027947100886, -0.5057214224052363, -0.4989377440161191, -0.5050142352247883, -0.49704577831941876, -0.5099301152381858, -0.4967917225885498]","[9.791592065050917, 8.954075065711717, 8.112021937434204, 7.468054229850835, 6.776382998708825, 6.316744233405642, 5.588930141570474, 5.175285470637207, 4.677802490541088, 4.354485349653301, 4.001284119812249, 3.6693109073730383, 3.312284461405465, 3.013799339017491, 2.7317046358540344, 2.4854981225328014, 2.269474142680232, 2.1095628489463003, 1.890052378922755, 1.7299497261841965, 1.5938176522553633, 1.474627405205938, 1.3215535124807773, 1.2246356796981785, 1.1217436453303147, 1.0118003879383433, 0.9269481007536085, 0.8348870141346447, 0.7738956828133021, 0.7012074728568946, 0.6360225142430097]",26.0,26.0,16.25743528627025,9.791592065050917,5.817195904872881,-0.4971157835239248,32,3,33
"[16.31079357821017, 15.254229017362182, 14.238704396112324, 13.223579663376439, 12.129341530006295, 11.252778168747259, 10.491326086844987, 9.52876850952122, 8.917691371246958, 8.320395431593601, 7.659402734299622, 7.07184801153522, 6.535750816520483, 6.02868609765657, 5.581111483078257, 5.184440898703853, 4.813922714674973, 4.455925330175179, 4.095574217498728, 3.80326493693177, 3.569464730556307, 3.2812071962915486, 3.0321336502913425, 2.807045776955598, 2.5904817348738574, 2.3811618643816876, 2.2332345294328824, 2.0778751474636192, 1.9284059190224898, 1.7963148809856788]","[-0.4878807488811352, -0.5003192884013965, -0.4987205749562418, -0.5033308881025211, -0.49322915433891357, -0.4994523365824769, -0.517943107309854, -0.4907454683210635, -0.4932375246819028, -0.49784657315192854, -0.4924094652982381, -0.4914594870250473, -0.4995027852989213, -0.492146641657498, -0.4930376639496337, -0.4965966710770475, -0.5034901795727263, -0.502199226429421, -0.4879708621218536, -0.49576278341063074, -0.5138220282069655, -0.49674903596475467, -0.5066964668536366, -0.5000438231106484, -0.49683642192324357, -0.4825922505693275, -0.49824971656537714, -0.49518644987514393, -0.5081504293930519, -0.5110056837273842]","[9.835563842325612, 9.06972920485962, 8.539807548876155, 7.904544835447662, 7.344406002214674, 6.687857166829474, 6.3062339551967215, 5.731943787941988, 5.302171556692248, 5.017045177781762, 4.594307531993524, 4.270460232505879, 3.916139115855172, 3.6301382485760505, 3.3475364799494356, 3.110507692714326, 2.8812974208902724, 2.669552553600264, 2.470664187367973, 2.27620452747354, 2.1207167785199923, 1.9813258594136811, 1.8103016618994558, 1.6823482393925313, 1.558107970779817, 1.4354372396737884, 1.3294777655302095, 1.250338687510503, 1.1521668067109574, 1.068019489480531, 0.9982372327157797]",,,16.31079357821017,9.835563842325612,6.6864953474783695,-0.4982204578919328,32,4,34
"[16.89948237418067, 15.642962074614886, 14.576825130967343, 13.66465103393287, 12.77976962519852, 12.028940350670538, 11.212826758177156, 10.541126619697758, 9.770009311129282, 9.16576039443632, 8.628365404664061, 8.18765031600931, 7.646898819035186, 7.03437210579352, 6.474569805690192, 6.102076859196953, 5.7008321145936565, 5.386216146112758, 5.029800114499206, 4.605600806004123, 4.367869775501317, 4.093918249908225, 3.861474222174611, 3.6299415051892034, 3.3823322092275885, 3.1711493925729535, 2.934389119744462, 2.7088220958522924, 2.5505953648962985, 2.3987720124086356]","[-0.5021348972672187, -0.48970645927518386, -0.4963526580064629, -0.500126639251683, -0.493545266386345, -0.5115998376276306, -0.49632248053998956, -0.514857927227149, -0.502793029578805, -0.5023122677278411, -0.4999566416052235, -0.5119718083203653, -0.5074677030261296, -0.4982160798677259, -0.4858928563395725, -0.5047077722109038, -0.4892347466103742, -0.5022715033906603, -0.507840171706232, -0.48988997345438073, -0.5082900289336938, -0.49595594830736417, -0.4989976264979545, -0.4942518884900433, -0.4922772399528153, -0.5053705984283356, -0.49398183897908726, -0.47446879626299593, -0.49082014437790583, -0.4832288304070012]","[10.072797221107061, 9.423590136286316, 8.69665044358869, 8.152764330477705, 7.622176464938692, 7.164077539752964, 6.66949294450672, 6.2920148051778675, 5.817007806011775, 5.451982896792719, 5.121870574333812, 4.840123466321505, 4.575456219144616, 4.230314374270581, 3.894793361320151, 3.614998540224056, 3.4191443118674423, 3.1859474641736276, 3.028151632575254, 2.7626559691720693, 2.5722840691205566, 2.4569870405669327, 2.275475190018708, 2.18455198414564, 2.0138228706564023, 1.901300789963959, 1.7528994576229768, 1.641641460017321, 1.5122552858759684, 1.4416843198890046, 1.3431878954980114]",,,16.89948237418067,10.072797221107061,7.472600003735996,-0.49816145533523576,32,5,35
"[16.120142480719277, 14.467515150551732, 12.890831391813217, 11.519801776020675, 10.365527085753746, 9.229933461208592, 8.21038656054142, 7.390279150527049, 6.586633192846932, 5.890179715741862, 5.2706829794684005, 4.693733930834227, 4.174289039378075, 3.768039808646484, 3.408331108681499, 3.0604965811276164, 2.6999133493697736, 2.4131546496559464, 2.172753342747766, 1.943055192202977, 1.727467640843092, 1.5429670368034956, 1.4022411293799604, 1.2441759556015461, 1.1022881502758222, 0.985480932995551, 0.8917574921068478, 0.7959019095737505, 0.716100227917451, 0.6432010089798016]","[-0.4976744879561839, -0.5044130945563089, -0.4976843338297836, -0.49519804704054543, -0.5059461294904233, -0.5136858503668447, -0.508035223034014, -0.5112977970557415, -0.5055603740502211, -0.5124595048400403, -0.49736516956639115, -0.4971704773350538, -0.4905958929945122, -0.5011405131070643, -0.5083141458589974, -0.5055629464058836, -0.48821619668473315, -0.487552158006614, -0.4952057014523861, -0.5011956603655697, -0.4965984109670883, -0.4872676594861844, -0.5098620849061515, -0.49035520390478154, -0.49074663238071603, -0.48989936194842876, -0.5041657949933246, -0.4903325254632145, -0.49534770061560335, -0.4985022660579576]","[9.829839511493194, 8.78878404363378, 7.884262508475253, 7.00355601616469, 6.3136767766919135, 5.625240015565512, 4.977932833751506, 4.4729129054045975, 4.024871466969936, 3.5620247190063266, 3.2083187389111787, 2.8801254998334924, 2.541295814048961, 2.29173744380192, 2.0554331713991703, 1.8678450107009963, 1.6575172458881455, 1.4704698439247903, 1.326356677895265, 1.1852030758642316, 1.0563192942487702, 0.939504551427248, 0.8489807704254958, 0.7641675140915322, 0.6762060986081873, 0.5997689458187094, 0.5415081487954717, 0.4862889662622853, 0.43523177074251074, 0.3925638131757732, 0.3501057497944464]",21.0,21.0,16.120142480719277,9.829839511493194,4.910908714410486,-0.49924504482402543,32,2,36
"[16.171653338751515, 15.099041961136912, 13.63009021280342, 12.484265015223237, 11.49196814871561, 10.299915334317319, 9.360613945003184, 8.563660717009013, 7.976572674917668, 7.213807063988323, 6.462168420167507, 5.945349152291425, 5.4343549974089935, 5.018058916208142, 4.6476823927106015, 4.180572591723369, 3.795982638566854, 3.4774564115163633, 3.182591507554252, 2.942582635024432, 2.6742912968927404, 2.407032451559779, 2.1519058367464448, 2.0020684583771216, 1.8050978463370417, 1.6709487360184545, 1.5244399727121667, 1.3901605953700733, 1.299766677161702, 1.1707317767878593]","[-0.49003099582758414, -0.5114048001669952, -0.4964208171836298, -0.5042386111808294, -0.5197290829416128, -0.48844901105600674, -0.4922621424015803, -0.4812649169302108, -0.5120587571211099, -0.5038852894135972, -0.48290012250238795, -0.49381330512820665, -0.4943995405431026, -0.5087276133824162, -0.5182679637509383, -0.4977085113853875, -0.49289943592077046, -0.5111461745840927, -0.5065691487307946, -0.5207522129053476, -0.4993262952134066, -0.49867629244275635, -0.4695346985963716, -0.5080987662523909, -0.47341032454043325, -0.5026843758031598, -0.4909132564929396, -0.4781947727301619, -0.5172265693847212, -0.49836795999659356]","[9.64627117190011, 9.086647759770033, 8.276205864975744, 7.474411282620272, 6.9172985413796075, 6.260902791489044, 5.673507364487836, 5.159029583721372, 4.7893675092202415, 4.3814574027147835, 3.933584403233081, 3.568080094180078, 3.309573113540428, 2.9741996114528297, 2.802541545776542, 2.529538821562608, 2.2996269428563965, 2.092346536528852, 1.9068465285360632, 1.7590978436916513, 1.6144641218512352, 1.4731555729698236, 1.3057878418390911, 1.2038969376814133, 1.100926743032953, 1.0013005200923217, 0.9259330918659753, 0.8389630825500526, 0.7776417632541122, 0.7142261220331858, 0.6376281993865327]",26.0,26.0,16.171653338751515,9.64627117190011,5.849161057433384,-0.49877872548365126,32,3,37
"[16.269405117522002, 15.340106342701256, 14.376676317453274, 13.22537785536959, 12.098145769479975, 11.220600429887481, 10.361320253259041, 9.657232206693555, 8.893552225243884, 8.125826872389718, 7.575990545002061, 7.08394795651845, 6.551419930153451, 6.08681275075281, 5.656284461597954, 5.202144733855043, 4.876963364509896, 4.512200794516645, 4.152585503373088, 3.8195135005968064, 3.5321342960139166, 3.274925232368434, 2.9883081720391145, 2.7652909076580703, 2.608311438615999, 2.4179444699078787, 2.193414329456322, 2.065470056991862, 1.9149340049766805, 1.74614308570915]","[-0.4770051958785535, -0.5071836453762335, -0.5069218663968794, -0.5006192356267368, -0.4969482508113362, -0.4998602154588872, -0.490131269343198, -0.4913149687805818, -0.48948126883452897, -0.4794515854871464, -0.4952640643160721, -0.49938390954484474, -0.4939109601592692, -0.4968593781599475, -0.5049760853702363, -0.4960266424452237, -0.5153159502338763, -0.5045319814307572, -0.5041899535641635, -0.501860564346469, -0.5017941227242523, -0.5074451807957336, -0.48537566225550605, -0.4886287674756069, -0.5139642018048936, -0.5060005011689922, -0.4741750184995289, -0.5043180326151424, -0.5042345344704541, -0.49259004730728456]","[9.786637122706995, 9.141433036239142, 8.52602833755007, 8.034166941871716, 7.2269296923700646, 6.754354502068693, 6.1987091585282235, 5.802831598318606, 5.378051370036833, 4.924108368938234, 4.5206932048080875, 4.239628080900909, 3.9400594548302657, 3.6382340654082674, 3.3961816956979995, 3.122436086392009, 2.8909542426074575, 2.7110218440530285, 2.489816782565267, 2.297216048021695, 2.1091140324442974, 1.966174871126545, 1.8049065050844721, 1.6616135484535406, 1.5428862417300249, 1.4545928581170255, 1.3309410460179967, 1.2230715187046495, 1.158211387618198, 1.0489584405366597, 0.9718120576805035]",,30.0,16.269405117522002,9.786637122706995,6.68643276415378,-0.4976587686894113,32,4,38
"[16.718044371690326, 15.903195245293036, 14.492966895804994, 13.300869849498197, 12.632186245224107, 12.048511337520386, 11.321505962813486, 10.495592144222497, 9.76785922920092, 9.187409090370922, 8.510476453799148, 8.002925626276715, 7.5230964836292, 6.996734302657909, 6.439043103714495, 6.222745281106075, 5.8421994901695165, 5.385967191251568, 4.995180264149561, 4.765304384956493, 4.438457621631863, 4.142127837812525, 3.87652194916141, 3.560566217052959, 3.3845575170900437, 3.154669950245619, 2.9582575234829407, 2.8004811159853036, 2.6111328699922796, 2.431143813205371]","[-0.4983697119010654, -0.5302347211197184, -0.49002476542901174, -0.4896038556257756, -0.500107927791082, -0.5065160540247905, -0.5139827266842562, -0.4997413268351904, -0.4889116580785015, -0.5013707933260574, -0.48346996846640367, -0.4926340959204106, -0.49452463980257844, -0.5099875065748457, -0.48217570715977215, -0.5199637057938078, -0.5006645925003523, -0.5013332452830654, -0.48901800711552834, -0.510569083589167, -0.5049969597828082, -0.4980584347156739, -0.5067459174980459, -0.4827425810342736, -0.5035980908932528, -0.4896493663176172, -0.49462219243466315, -0.5115966843835584, -0.5145262662905032, -0.5024143690698623]","[9.934454410062834, 9.377692869668929, 8.80060395849394, 7.983551962693784, 7.425002697590184, 7.160062971741375, 6.719954213306, 6.2902074361534615, 5.827152691402, 5.492017570626168, 5.1095535310485936, 4.770066333376269, 4.492273622674081, 4.208988626284836, 3.8406466537784727, 3.6381352111103777, 3.4995032090850753, 3.2433753046702263, 2.97106044143285, 2.8174082498827113, 2.6651224530507873, 2.449963455149378, 2.3355943590159938, 2.129032020038724, 2.0055694003287416, 1.8974073452693556, 1.7570012836509463, 1.664618463784632, 1.5560796008333562, 1.4438297589756537, 1.360749276305514]",,,16.718044371690326,9.934454410062834,7.463657645633661,-0.500405165181388,32,5,39
