n_ops,kind,task_seed,init_seed,seq_len,winding,steps_settle,contraction,lyap
16,local,3,0,61,0.6873979568481445,13,-0.06837112456560135,-0.05262409292277453
16,local,3,1,61,0.6714397668838501,15,-0.06809251755475998,-0.05262409292277453
16,local,3,2,61,0.6914825439453125,13,-0.064767986536026,-0.05262409292277453
16,local,3,3,61,0.6560698747634888,14,-0.06670337915420532,-0.05262409292277453
16,local,3,4,61,0.6703980565071106,13,-0.06680376827716827,-0.05262409292277453
16,track,4,0,58,0.6304805278778076,14,-0.0678609237074852,-0.05018308342574332
16,track,4,1,58,0.6516833305358887,13,-0.06702730804681778,-0.05018308342574332
16,track,4,2,58,0.6484013795852661,14,-0.0670979917049408,-0.05018308342574332
16,track,4,3,58,0.6453725099563599,16,-0.06599882990121841,-0.05018308342574332
16,track,4,4,58,0.6487525105476379,15,-0.06779525429010391,-0.05018308342574332
16,local,4,0,61,0.6744202971458435,14,-0.06726910918951035,-0.05051272650464223
16,local,4,1,61,0.676937460899353,15,-0.06772270798683167,-0.05051272650464223
16,local,4,2,61,0.6713079810142517,15,-0.06443121284246445,-0.05051272650464223
16,local,4,3,61,0.6808648109436035,14,-0.06720833480358124,-0.05051272650464223
16,local,4,4,61,0.6606875061988831,14,-0.06587832421064377,-0.05051272650464223
16,track,5,0,58,0.6320697665214539,13,-0.06792397797107697,-0.04987556192232467
16,track,5,1,58,0.6461384296417236,13,-0.06676966696977615,-0.04987556192232467
16,track,5,2,58,0.6317906975746155,14,-0.06732933223247528,-0.04987556192232467
16,track,5,3,58,0.6419996619224548,15,-0.06577114015817642,-0.04987556192232467
16,track,5,4,58,0.6488161683082581,14,-0.06848813593387604,-0.04987556192232467
16,local,5,0,61,0.6295161843299866,14,-0.068569116294384,-0.05433757065764657
16,local,5,1,61,0.6191203594207764,16,-0.0664353221654892,-0.05433757065764657
16,local,5,2,61,0.6263523697853088,14,-0.06509441882371902,-0.05433757065764657
16,local,5,3,61,0.6185293793678284,15,-0.06808320432901382,-0.05433757065764657
16,local,5,4,61,0.6332210302352905,14,-0.06819012016057968,-0.05433757065764657
24,track,0,0,82,0.63875412940979,13,-0.06876929104328156,-0.049157204310454075
24,track,0,1,82,0.6308823823928833,12,-0.06790830194950104,-0.049157204310454075
24,track,0,2,82,0.6445937752723694,13,-0.06563140451908112,-0.049157204310454075
24,track,0,3,82,0.6404352784156799,13,-0.06500739604234695,-0.049157204310454075
24,track,0,4,82,0.6417103409767151,13,-0.06581664085388184,-0.049157204310454075
24,local,0,0,85,0.6182911992073059,14,-0.06661859154701233,-0.05208432373485014
24,local,0,1,85,0.6016512513160706,14,-0.06563965231180191,-0.05208432373485014
24,local,0,2,85,0.6146709322929382,13,-0.0661015659570694,-0.05208432373485014
24,local,0,3,85,0.617536723613739,13,-0.0676707774400711,-0.05208432373485014
24,local,0,4,85,0.6099241375923157,13,-0.06763865798711777,-0.05208432373485014
24,track,1,0,82,0.6479065418243408,15,-0.06690052151679993,-0.050818305494836895
24,track,1,1,82,0.6255651712417603,15,-0.0681188628077507,-0.050818305494836895
24,track,1,2,82,0.6491035223007202,14,-0.06687512993812561,-0.050818305494836895
24,track,1,3,82,0.6410630941390991,15,-0.06671103835105896,-0.050818305494836895
24,track,1,4,82,0.6373977065086365,15,-0.06788436323404312,-0.050818305494836895
24,local,1,0,85,0.6210139393806458,14,-0.06650114804506302,-0.048755447350906346
24,local,1,1,85,0.6060559749603271,14,-0.06754451245069504,-0.048755447350906346
24,local,1,2,85,0.6059046387672424,13,-0.06747911125421524,-0.048755447350906346
24,local,1,3,85,0.6596050262451172,14,-0.06653571873903275,-0.048755447350906346
24,local,1,4,85,0.5959424376487732,13,-0.06439140439033508,-0.048755447350906346
24,track,2,0,82,0.6182748675346375,16,-0.06867408752441406,-0.05215074753306886
24,track,2,1,82,0.6005761027336121,14,-0.06894223392009735,-0.05215074753306886
24,track,2,2,82,0.6136031746864319,15,-0.06817802786827087,-0.05215074753306886
24,track,2,3,82,0.6157141923904419,15,-0.06721426546573639,-0.05215074753306886
24,track,2,4,82,0.6124191880226135,16,-0.06818176060914993,-0.05215074753306886
24,local,2,0,85,0.6935478448867798,14,-0.06606441736221313,-0.050549024974606616
24,local,2,1,85,0.6506356000900269,13,-0.06816666573286057,-0.050549024974606616
24,local,2,2,85,0.6831949353218079,13,-0.06760074943304062,-0.050549024974606616
24,local,2,3,85,0.6859744787216187,13,-0.06682265549898148,-0.050549024974606616
24,local,2,4,85,0.6506822109222412,13,-0.06845895200967789,-0.050549024974606616
24,track,3,0,82,0.6448375582695007,15,-0.06559999287128448,-0.051877254276833214
24,track,3,1,82,0.6345937848091125,14,-0.06773295998573303,-0.051877254276833214
24,track,3,2,82,0.6497740745544434,14,-0.06822619587182999,-0.051877254276833214
24,track,3,3,82,0.6394485235214233,14,-0.06780534982681274,-0.051877254276833214
24,track,3,4,82,0.646719753742218,14,-0.06735967099666595,-0.051877254276833214
24,local,3,0,85,0.6300995945930481,13,-0.06727378070354462,-0.048746073004813525
24,local,3,1,85,0.6126652359962463,13,-0.06626120209693909,-0.048746073004813525
24,local,3,2,85,0.622815728187561,13,-0.06540112942457199,-0.048746073004813525
24,local,3,3,85,0.6542806625366211,13,-0.06704926490783691,-0.048746073004813525
24,local,3,4,85,0.6016979813575745,13,-0.06750918179750443,-0.048746073004813525
24,track,4,0,82,0.6385601162910461,16,-0.06821339577436447,-0.053681669401639424
24,track,4,1,82,0.6258673667907715,15,-0.06820962578058243,-0.053681669401639424
24,track,4,2,82,0.6375500559806824,15,-0.06895456463098526,-0.053681669401639424
24,track,4,3,82,0.6345598697662354,15,-0.06951597332954407,-0.053681669401639424
24,track,4,4,82,0.6360399127006531,16,-0.06804288923740387,-0.053681669401639424
24,local,4,0,85,0.6244500279426575,14,-0.06674228608608246,-0.05212956075334833
24,local,4,1,85,0.6005133390426636,13,-0.06589995324611664,-0.05212956075334833
24,local,4,2,85,0.605937659740448,14,-0.0660477727651596,-0.05212956075334833
24,local,4,3,85,0.6136183142662048,14,-0.06657005846500397,-0.05212956075334833
24,local,4,4,85,0.594243049621582,13,-0.06557038426399231,-0.05212956075334833
24,track,5,0,82,0.6447851657867432,15,-0.06747503578662872,-0.050453687094036
24,track,5,1,82,0.6310640573501587,13,-0.0670752301812172,-0.050453687094036
24,track,5,2,82,0.6473396420478821,15,-0.06838933378458023,-0.050453687094036
24,track,5,3,82,0.6406684517860413,14,-0.06673365086317062,-0.050453687094036
24,track,5,4,82,0.6447057723999023,14,-0.06649292260408401,-0.050453687094036
24,local,5,0,85,0.6236991882324219,15,-0.06678536534309387,-0.0504749371806644
24,local,5,1,85,0.6022378206253052,15,-0.06648454815149307,-0.0504749371806644
24,local,5,2,85,0.6149206161499023,14,-0.06754184514284134,-0.0504749371806644
24,local,5,3,85,0.6182834506034851,13,-0.06808175146579742,-0.0504749371806644
24,local,5,4,85,0.6016420125961304,14,-0.06646038591861725,-0.0504749371806644
32,track,0,0,106,0.6672760844230652,13,-0.06552662700414658,-0.047175952637288375
32,track,0,1,106,0.6599814891815186,13,-0.06635794788599014,-0.047175952637288375
32,track,0,2,106,0.6431586742401123,13,-0.06825569272041321,-0.047175952637288375
32,track,0,3,106,0.6574492454528809,13,-0.0683634951710701,-0.047175952637288375
32,track,0,4,106,0.646867036819458,12,-0.06764866411685944,-0.047175952637288375
32,local,0,0,109,0.6255698204040527,15,-0.06700404733419418,-0.046946112059684436
32,local,0,1,109,0.6224780082702637,13,-0.06559060513973236,-0.046946112059684436
32,local,0,2,109,1.594399094581604,14,-0.06764673441648483,-0.046946112059684436
32,local,0,3,109,0.6056617498397827,13,-0.06638190895318985,-0.046946112059684436
32,local,0,4,109,0.6155160069465637,15,-0.06655675917863846,-0.046946112059684436
32,track,1,0,106,0.6471239924430847,15,-0.06858973950147629,-0.04781641481058748
32,track,1,1,106,0.6422537565231323,14,-0.06739205121994019,-0.04781641481058748
32,track,1,2,106,0.6265544891357422,15,-0.06790748238563538,-0.04781641481058748
32,track,1,3,106,0.6480417251586914,14,-0.06864455342292786,-0.04781641481058748
32,track,1,4,106,0.6261266469955444,14,-0.06690263748168945,-0.04781641481058748
32,local,1,0,109,0.6422531604766846,13,-0.0658874586224556,-0.04789803753241952
32,local,1,1,109,0.6390516757965088,13,-0.06776724755764008,-0.04789803753241952
32,local,1,2,109,0.6402321457862854,14,-0.06476233154535294,-0.04789803753241952
32,local,1,3,109,0.6318566799163818,13,-0.0677962452173233,-0.04789803753241952
32,local,1,4,109,0.6454406976699829,14,-0.06674621254205704,-0.04789803753241952
32,track,2,0,106,0.6153678297996521,15,-0.06751903146505356,-0.049282307825272965
32,track,2,1,106,0.6158314943313599,14,-0.06881409138441086,-0.049282307825272965
32,track,2,2,106,0.6083495020866394,14,-0.06698013097047806,-0.049282307825272965
32,track,2,3,106,0.6183708310127258,14,-0.06835847347974777,-0.049282307825272965
32,track,2,4,106,0.6139991879463196,14,-0.06815555691719055,-0.049282307825272965
32,local,2,0,109,0.6310194730758667,15,-0.0670437216758728,-0.0480609491047869
32,local,2,1,109,0.6345047950744629,13,-0.06772524118423462,-0.0480609491047869
32,local,2,2,109,0.6296534538269043,14,-0.06934680044651031,-0.0480609491047869
32,local,2,3,109,0.6302902698516846,13,-0.06566830724477768,-0.0480609491047869
32,local,2,4,109,0.6318636536598206,15,-0.0676996111869812,-0.0480609491047869
32,track,3,0,106,0.6609018445014954,15,-0.06718733161687851,-0.04738237573850502
32,track,3,1,106,0.667788565158844,14,-0.06742996722459793,-0.04738237573850502
32,track,3,2,106,0.6470746397972107,14,-0.06899097561836243,-0.04738237573850502
32,track,3,3,106,0.6700158715248108,14,-0.06726942956447601,-0.04738237573850502
32,track,3,4,106,0.6381507515907288,14,-0.06679178774356842,-0.04738237573850502
32,local,3,0,109,0.6345421075820923,13,-0.06683491170406342,-0.048402439058509286
32,local,3,1,109,0.6224392056465149,13,-0.06807872653007507,-0.048402439058509286
32,local,3,2,109,0.6335108876228333,14,-0.06607207655906677,-0.048402439058509286
32,local,3,3,109,0.623346209526062,13,-0.06719959527254105,-0.048402439058509286
32,local,3,4,109,0.6289185881614685,14,-0.06573373824357986,-0.048402439058509286
32,track,4,0,106,0.6523758769035339,15,-0.06773003190755844,-0.04777214332234674
32,track,4,1,106,0.6498222351074219,14,-0.06796663999557495,-0.04777214332234674
32,track,4,2,106,0.6337683200836182,14,-0.06764238327741623,-0.04777214332234674
32,track,4,3,106,0.6533198952674866,14,-0.06640460342168808,-0.04777214332234674
32,track,4,4,106,0.6407060027122498,15,-0.06868550926446915,-0.04777214332234674
32,local,4,0,109,0.6391735672950745,13,-0.06639698147773743,-0.045868138429255044
32,local,4,1,109,0.6321002840995789,13,-0.0656854659318924,-0.045868138429255044
32,local,4,2,109,0.6328672766685486,14,-0.06873020529747009,-0.045868138429255044
32,local,4,3,109,0.6258319616317749,13,-0.06767936795949936,-0.045868138429255044
32,local,4,4,109,0.6452297568321228,14,-0.06722906231880188,-0.045868138429255044
32,track,5,0,106,0.6461224555969238,14,-0.06673087924718857,-0.04528140127420042
32,track,5,1,106,0.6340550184249878,14,-0.06528875231742859,-0.04528140127420042
32,track,5,2,106,0.6294881105422974,14,-0.06720421463251114,-0.04528140127420042
32,track,5,3,106,0.6418221592903137,13,-0.06890606880187988,-0.04528140127420042
32,track,5,4,106,0.6304741501808167,14,-0.06809081137180328,-0.04528140127420042
32,local,5,0,109,0.616593062877655,16,-0.06471297144889832,-0.044953647855969475
32,local,5,1,109,1.629112720489502,13,-0.06861279159784317,-0.044953647855969475
32,local,5,2,109,1.6069831848144531,14,-0.0669550895690918,-0.044953647855969475
32,local,5,3,109,0.6116122603416443,14,-0.06572280079126358,-0.044953647855969475
32,local,5,4,109,0.6174656748771667,15,-0.06642123311758041,-0.044953647855969475
48,track,0,0,154,0.6355230212211609,13,-0.0653945729136467,-0.049388830702165105
48,track,0,1,154,0.6428449153900146,14,-0.06543850153684616,-0.049388830702165105
48,track,0,2,154,0.6351033449172974,13,-0.06770425289869308,-0.049388830702165105
48,track,0,3,154,0.6519142985343933,12,-0.06930042803287506,-0.049388830702165105
48,track,0,4,154,0.635490357875824,13,-0.066307432949543,-0.049388830702165105
48,local,0,0,157,0.6133117079734802,13,-0.06742235273122787,-0.053358710671164405
48,local,0,1,157,0.6281465888023376,13,-0.06599205732345581,-0.053358710671164405
48,local,0,2,157,0.6167212724685669,14,-0.06690697371959686,-0.053358710671164405
48,local,0,3,157,0.6219980120658875,16,-0.06560207903385162,-0.053358710671164405
48,local,0,4,157,1.6014615297317505,16,-0.06397334486246109,-0.053358710671164405
48,track,1,0,154,0.6304209232330322,15,-0.0661575198173523,-0.0472640770954854
48,track,1,1,154,0.6400451064109802,14,-0.06750094145536423,-0.0472640770954854
48,track,1,2,154,0.6147061586380005,15,-0.06855246424674988,-0.0472640770954854
48,track,1,3,154,0.6361432075500488,13,-0.06852579116821289,-0.0472640770954854
48,track,1,4,154,0.6174771785736084,14,-0.06860174983739853,-0.0472640770954854
48,local,1,0,157,0.6345468163490295,13,-0.06787420809268951,-0.056637561461809795
48,local,1,1,157,0.6497297883033752,13,-0.0677795335650444,-0.056637561461809795
48,local,1,2,157,0.6297689080238342,13,-0.06618425995111465,-0.056637561461809795
48,local,1,3,157,0.6225144267082214,14,-0.06746932864189148,-0.056637561461809795
48,local,1,4,157,0.6270517110824585,14,-0.06625884026288986,-0.056637561461809795
48,track,2,0,154,0.611421525478363,15,-0.06604351848363876,-0.04783635766300007
48,track,2,1,154,0.6131161451339722,14,-0.06765884906053543,-0.04783635766300007
48,track,2,2,154,0.6009454131126404,15,-0.0674891397356987,-0.04783635766300007
48,track,2,3,154,0.6096058487892151,13,-0.06735888868570328,-0.04783635766300007
48,track,2,4,154,0.6071232557296753,14,-0.06883908808231354,-0.04783635766300007
48,local,2,0,157,0.6311705708503723,13,-0.06845951080322266,-0.05427441203407258
48,local,2,1,157,0.643094003200531,14,-0.06882832944393158,-0.05427441203407258
48,local,2,2,157,0.6372766494750977,14,-0.06599685549736023,-0.05427441203407258
48,local,2,3,157,0.6253793835639954,15,-0.06573119014501572,-0.05427441203407258
48,local,2,4,157,0.6215963959693909,15,-0.06719271838665009,-0.05427441203407258
48,track,3,0,154,0.6441079378128052,15,-0.06659293174743652,-0.04623527069927461
48,track,3,1,154,0.664121687412262,14,-0.06573083251714706,-0.04623527069927461
48,track,3,2,154,0.6342195272445679,15,-0.06749182194471359,-0.04623527069927461
48,track,3,3,154,0.6678169965744019,13,-0.0676867663860321,-0.04623527069927461
48,track,3,4,154,0.6337164640426636,13,-0.06870290637016296,-0.04623527069927461
48,local,3,0,157,0.6144086718559265,13,-0.06856658309698105,-0.055067089022966184
48,local,3,1,157,0.630431592464447,13,-0.06935624778270721,-0.055067089022966184
48,local,3,2,157,0.6166321039199829,13,-0.0668661966919899,-0.055067089022966184
48,local,3,3,157,0.611899197101593,14,-0.06612525135278702,-0.055067089022966184
48,local,3,4,157,0.604326069355011,14,-0.06687798351049423,-0.055067089022966184
48,track,4,0,154,0.6305804252624512,15,-0.06569612771272659,-0.047504948700126594
48,track,4,1,154,0.6474665403366089,14,-0.06646765768527985,-0.047504948700126594
48,track,4,2,154,0.6183327436447144,15,-0.06797369569540024,-0.047504948700126594
48,track,4,3,154,0.6524998545646667,13,-0.0670805498957634,-0.047504948700126594
48,track,4,4,154,0.6251915693283081,14,-0.06642947345972061,-0.047504948700126594
48,local,4,0,157,0.6156304478645325,13,-0.06798713654279709,-0.05656703201364794
48,local,4,1,157,0.6298956274986267,15,-0.06547396630048752,-0.05656703201364794
48,local,4,2,157,0.6104835271835327,13,-0.0655224397778511,-0.05656703201364794
48,local,4,3,157,0.6079612374305725,14,-0.0673912912607193,-0.05656703201364794
48,local,4,4,157,0.6023488640785217,14,-0.06520050764083862,-0.05656703201364794
48,track,5,0,154,0.6333931684494019,13,-0.06803527474403381,-0.05018600756200131
48,track,5,1,154,0.6389928460121155,14,-0.06684011220932007,-0.05018600756200131
48,track,5,2,154,0.626069188117981,14,-0.06773542612791061,-0.05018600756200131
48,track,5,3,154,0.6446113586425781,13,-0.0673803985118866,-0.05018600756200131
48,track,5,4,154,0.631406843662262,13,-0.06837005168199539,-0.05018600756200131
48,local,5,0,157,0.6122691631317139,13,-0.06498657912015915,-0.05330736012958781
48,local,5,1,157,0.6166128516197205,13,-0.06730617582798004,-0.05330736012958781
48,local,5,2,157,0.6150724291801453,14,-0.0653572678565979,-0.05330736012958781
48,local,5,3,157,0.6149956583976746,15,-0.06677228957414627,-0.05330736012958781
48,local,5,4,157,1.5963356494903564,18,-0.06728547811508179,-0.05330736012958781
64,track,0,0,202,0.652768611907959,13,-0.06694945693016052,-0.05077444367799839
64,track,0,1,202,0.6465177536010742,13,-0.06807876378297806,-0.05077444367799839
64,track,0,2,202,0.6567428112030029,14,-0.06767150014638901,-0.05077444367799839
64,track,0,3,202,0.6450107097625732,13,-0.06843338906764984,-0.05077444367799839
64,track,0,4,202,0.6546096205711365,14,-0.06784401834011078,-0.05077444367799839
64,local,0,0,205,0.6123265027999878,13,-0.06717190891504288,-0.046692266353088756
64,local,0,1,205,0.6006171703338623,13,-0.06634039431810379,-0.046692266353088756
64,local,0,2,205,0.6071417927742004,16,-0.06833894550800323,-0.046692266353088756
64,local,0,3,205,0.5902587175369263,13,-0.06543723493814468,-0.046692266353088756
64,local,0,4,205,0.6135062575340271,16,-0.06719435751438141,-0.046692266353088756
64,track,1,0,202,0.6319853663444519,15,-0.06854601949453354,-0.04848265165886106
64,track,1,1,202,0.6263118982315063,15,-0.06712096184492111,-0.04848265165886106
64,track,1,2,202,0.6357614994049072,14,-0.06861104816198349,-0.04848265165886106
64,track,1,3,202,0.6424670219421387,14,-0.06843279302120209,-0.04848265165886106
64,track,1,4,202,0.6431564092636108,14,-0.06792005151510239,-0.04848265165886106
64,local,1,0,205,0.6322047710418701,13,-0.06621721386909485,-0.043217193092400345
64,local,1,1,205,0.6182214021682739,13,-0.06781195849180222,-0.043217193092400345
64,local,1,2,205,0.6236989498138428,13,-0.0652022585272789,-0.043217193092400345
64,local,1,3,205,0.6178104281425476,13,-0.06399478763341904,-0.043217193092400345
64,local,1,4,205,0.6440655589103699,15,-0.06766970455646515,-0.043217193092400345
64,track,2,0,202,0.606284499168396,15,-0.06771671026945114,-0.0487706640556168
64,track,2,1,202,0.594147264957428,15,-0.06744100898504257,-0.0487706640556168
64,track,2,2,202,0.6085096001625061,14,-0.06733107566833496,-0.0487706640556168
64,track,2,3,202,0.6070261001586914,14,-0.0669088140130043,-0.0487706640556168
64,track,2,4,202,0.6115235686302185,15,-0.06927426159381866,-0.0487706640556168
64,local,2,0,205,0.6430560946464539,14,-0.06763426214456558,-0.047571973143070385
64,local,2,1,205,0.6287375688552856,13,-0.06628160923719406,-0.047571973143070385
64,local,2,2,205,0.63371342420578,15,-0.06520000845193863,-0.047571973143070385
64,local,2,3,205,0.6145641207695007,14,-0.06801795959472656,-0.047571973143070385
64,local,2,4,205,0.6507459282875061,16,-0.06735268235206604,-0.047571973143070385
64,track,3,0,202,0.6384074687957764,15,-0.06754413992166519,-0.04923577905827008
64,track,3,1,202,0.6307020783424377,15,-0.06660689413547516,-0.04923577905827008
64,track,3,2,202,0.6366968750953674,14,-0.06928538531064987,-0.04923577905827008
64,track,3,3,202,0.6480109691619873,14,-0.06712263822555542,-0.04923577905827008
64,track,3,4,202,0.6438330411911011,14,-0.06902091205120087,-0.04923577905827008
64,local,3,0,205,0.6250991821289062,13,-0.06742686033248901,-0.0459596901429278
64,local,3,1,205,0.6121283769607544,13,-0.06851285696029663,-0.0459596901429278
64,local,3,2,205,0.6181883215904236,14,-0.06711869686841965,-0.0459596901429278
64,local,3,3,205,0.603421688079834,13,-0.0670495554804802,-0.0459596901429278
64,local,3,4,205,0.6312196850776672,15,-0.06838535517454147,-0.0459596901429278
64,track,4,0,202,0.6427756547927856,14,-0.06624860316514969,-0.04963918938523246
64,track,4,1,202,0.6304643750190735,15,-0.06485871225595474,-0.04963918938523246
64,track,4,2,202,0.6430943012237549,14,-0.06681966036558151,-0.04963918938523246
64,track,4,3,202,0.6409338712692261,14,-0.06635367125272751,-0.04963918938523246
64,track,4,4,202,0.6479721069335938,15,-0.06687965989112854,-0.04963918938523246
64,local,4,0,205,0.6332520246505737,14,-0.06882396340370178,-0.047648554767444444
64,local,4,1,205,0.6151369214057922,13,-0.06794986873865128,-0.047648554767444444
64,local,4,2,205,0.6155907511711121,14,-0.06661364436149597,-0.047648554767444444
64,local,4,3,205,0.6193827390670776,13,-0.0672246515750885,-0.047648554767444444
64,local,4,4,205,0.6379196047782898,14,-0.06813336908817291,-0.047648554767444444
64,track,5,0,202,0.6365074515342712,14,-0.06808366626501083,-0.05148041398646549
64,track,5,1,202,0.6379889845848083,14,-0.06895101815462112,-0.05148041398646549
64,track,5,2,202,0.6407201290130615,14,-0.06902261078357697,-0.05148041398646549
64,track,5,3,202,0.6354393362998962,13,-0.06857064366340637,-0.05148041398646549
64,track,5,4,202,0.6387521624565125,14,-0.06835979223251343,-0.05148041398646549
64,local,5,0,205,0.6080309152603149,14,-0.06696160137653351,-0.049107703213467385
64,local,5,1,205,0.6002779006958008,13,-0.0674709901213646,-0.049107703213467385
64,local,5,2,205,0.6189223527908325,14,-0.06432551890611649,-0.049107703213467385
64,local,5,3,205,0.6024075150489807,14,-0.06713152676820755,-0.049107703213467385
64,local,5,4,205,0.6187230944633484,15,-0.06586509197950363,-0.049107703213467385
