n_ops,kind,task_seed,init_seed,seq_len,winding,steps_settle,contraction,lyap
4,local,4,0,25,0.6049858331680298,15,-0.06701631844043732,-0.046939136352963165
4,local,4,1,25,0.5997546315193176,15,-0.06606753915548325,-0.046939136352963165
4,local,4,2,25,0.5873446464538574,14,-0.06734786927700043,-0.046939136352963165
4,local,4,3,25,0.6049699783325195,14,-0.06641882658004761,-0.046939136352963165
4,local,4,4,25,0.6183592081069946,14,-0.06711558252573013,-0.046939136352963165
4,track,5,0,22,0.6359919309616089,12,-0.0661683902144432,-0.045545958034394006
4,track,5,1,22,0.6445462703704834,13,-0.066350556910038,-0.045545958034394006
4,track,5,2,22,0.6480905413627625,13,-0.0669158548116684,-0.045545958034394006
4,track,5,3,22,0.6293676495552063,13,-0.06827753037214279,-0.045545958034394006
4,track,5,4,22,0.6398096680641174,13,-0.06782481074333191,-0.045545958034394006
4,local,5,0,25,0.6254304051399231,15,-0.0645475760102272,-0.05071340183737678
4,local,5,1,25,0.5712123513221741,15,-0.06781450659036636,-0.05071340183737678
4,local,5,2,25,0.5499430894851685,15,-0.06874280422925949,-0.05071340183737678
4,local,5,3,25,0.5402589440345764,15,-0.06613275408744812,-0.05071340183737678
4,local,5,4,25,0.5539308190345764,15,-0.06732574105262756,-0.05071340183737678
6,track,0,0,28,0.6478934288024902,12,-0.06599055230617523,-0.04278965554551489
6,track,0,1,28,0.6411396861076355,13,-0.06387577950954437,-0.04278965554551489
6,track,0,2,28,0.6458486914634705,13,-0.06829751282930374,-0.04278965554551489
6,track,0,3,28,0.6451245546340942,13,-0.06751375645399094,-0.04278965554551489
6,track,0,4,28,0.6377115249633789,14,-0.06552069634199142,-0.04278965554551489
6,local,0,0,31,0.61250901222229,16,-0.06603025645017624,-0.045075590555784674
6,local,0,1,31,0.584826648235321,16,-0.06763187050819397,-0.045075590555784674
6,local,0,2,31,0.5831509828567505,16,-0.06751174479722977,-0.045075590555784674
6,local,0,3,31,0.5731585621833801,16,-0.0659133568406105,-0.045075590555784674
6,local,0,4,31,0.575175940990448,15,-0.06846011430025101,-0.045075590555784674
6,track,1,0,28,0.6351081728935242,13,-0.0675855353474617,-0.04693055331788874
