acceleration,orthogonality,step_norms,exit_step_by_acceleration,exit_step_by_norm,max_acceleration,max_step_norm,mean_acceleration,mean_orthogonality,num_steps,depth,seq_len,sample_id,trajectory_type
"[16.158488599032214, 14.108973968246632, 12.77005947761753, 11.392120171179164, 10.209798354450939, 9.250364810330863, 8.320632980426618, 7.405728211819081, 6.6148654155439495, 5.93084271223768, 5.2771417912076535, 4.78816587949206, 4.258912337361013, 3.8282793536508017, 3.41215200942738, 2.994465761168734, 2.6887846479600577, 2.451359929831039, 2.178282171716227, 1.9501056954453821, 1.7254780526398064, 1.573623829561978, 1.3960003521170603, 1.235960889752525, 1.102378771438316, 1.0145230757171886, 0.8950606552945792, 0.7872566775259999, 0.7083462462966913, 0.6330982009859623]","[-0.4903539481064255, -0.4769645520618341, -0.5011771056569311, -0.4833384366173057, -0.4929048737373608, -0.5034862583406285, -0.5007051295442925, -0.5012251244702186, -0.5015632256138788, -0.5061711177350863, -0.4831109247225856, -0.5150180490493188, -0.4961943376586039, -0.5052502690783138, -0.5047326633956436, -0.4957596414874565, -0.48964537661757795, -0.5092379940347144, -0.48622053279247296, -0.4959868001937371, -0.46857965958640074, -0.5173837385196942, -0.5056985931405137, -0.5060504755990815, -0.47609449716582813, -0.5097827566053864, -0.4965303397643353, -0.48825216042061703, -0.487130998664668, -0.47249361419579705]","[10.038762519661496, 8.662425311123124, 7.746723583521295, 6.986574084488972, 6.234129605816063, 5.576901945910994, 5.088414484085557, 4.511399606253071, 4.032041853551054, 3.5980743763533773, 3.2330317185765813, 2.891771310674985, 2.6072998679920283, 2.31377202999321, 2.0972823570812054, 1.833621180897116, 1.6269070255485636, 1.4875378352893407, 1.3329961602419451, 1.1925510443560057, 1.060961375570695, 0.9515747011798296, 0.8542165495856424, 0.7536606105475675, 0.6698249739082899, 0.6129104364545934, 0.5542803914614574, 0.47953540414483403, 0.43267739154923357, 0.38836957452653903, 0.3490909864363241]",21.0,21.0,16.158488599032214,10.038762519661496,4.902041700982503,-0.4955681064858902,32,4,194,24,synthetic
"[16.321202793284602, 14.899161225467429, 13.564281841639508, 12.283906423115372, 11.326588162489964, 10.352067421358699, 9.439634390374671, 8.655515382073757, 7.877842567554384, 7.219917249923919, 6.494594088528358, 5.9764001751383455, 5.533609079476734, 4.980041995202819, 4.5194831441485634, 4.123603384090473, 3.822308592273385, 3.5307265070094243, 3.155115418518144, 2.8884256287237577, 2.6309307646293023, 2.417334192109809, 2.1630818020022953, 1.9946997514132376, 1.8143292359244634, 1.675364514066884, 1.5356350179319698, 1.4010208067040932, 1.2937952141865057, 1.1654140172505503]","[-0.49715080616357155, -0.49881025440379545, -0.5013077028172029, -0.48519871683479754, -0.49538587246834453, -0.4963572327543275, -0.49666931001930475, -0.5103045108072388, -0.49724303775370804, -0.505674945614992, -0.4875998789165226, -0.49600474728341315, -0.5114604321699402, -0.4923297297265051, -0.49432545359547336, -0.48148880835003954, -0.49165942565582516, -0.5060903985427307, -0.48471639057099536, -0.5036815010775559, -0.48521798631607105, -0.5086325472394635, -0.47024603874864856, -0.5073451299090018, -0.49008803440871057, -0.5021784674304048, -0.5044956422251877, -0.49715664794333597, -0.49400917838738095, -0.49439808750123265]","[9.86438804580453, 8.99287496939244, 8.212098283576896, 7.437394153024549, 6.812596048154872, 6.282767363480111, 5.680205031281634, 5.228726091071474, 4.727559548300983, 4.375069219886535, 3.942352698502535, 3.585232256999629, 3.3232557744062956, 3.040099202001709, 2.722133493315815, 2.504887882252777, 2.284520403704866, 2.1406262969555714, 1.9262005220742529, 1.7339648805727317, 1.5962769838048112, 1.455617390024662, 1.3267097572301214, 1.1949081508654213, 1.1021419121892373, 0.9989545027130523, 0.9338229018868797, 0.8358310938136749, 0.7831762988460701, 0.7132081117564835, 0.6342331732009411]",26.0,26.0,16.321202793284602,9.86438804580453,5.83520102622038,-0.49624089718785747,32,4,242,25,synthetic
"[16.651031543242656, 15.441098395954006, 14.24945882225027, 13.374766771011574, 12.358486441141919, 11.089609474709746, 10.273079917464662, 9.738021901418401, 9.053131192464372, 8.183762409608747, 7.614274906110216, 7.185688306018381, 6.541480008963437, 5.961770878298096, 5.58009083527375, 5.271548290500697, 4.810723700571131, 4.497298618738443, 4.141966476545789, 3.7933179392107887, 3.5511121124610114, 3.2992562699972994, 3.049155513714512, 2.859216347651168, 2.6132761994843277, 2.4088581667851985, 2.2206051066470907, 2.113274995502267, 1.9383903059689025, 1.7790260338417085]","[-0.5002178842720324, -0.5061745181706198, -0.5052536868015481, -0.5107195946458117, -0.5165517191416359, -0.48599997244851345, -0.4929699364242272, -0.5113668168917861, -0.4993750191575695, -0.47767313639847014, -0.495277099548523, -0.5122035812082804, -0.4823143816017126, -0.47700230547704164, -0.4933176292859011, -0.5156679976275628, -0.4814098595893409, -0.5138117651528298, -0.5085443566955351, -0.4926032986837731, -0.5060898296697564, -0.5050103142275651, -0.49934369161042397, -0.5253061502115525, -0.49596089502839635, -0.5109947321929956, -0.4866033704931543, -0.526382296769755, -0.5077520136699921, -0.5124392728148432]","[9.936372354345298, 9.285515934283724, 8.502089103893228, 7.919634958545046, 7.46717108567929, 6.718801269838759, 6.142084042521431, 5.745900814960643, 5.455013102098336, 4.997477851481936, 4.519192644963031, 4.285845396380414, 3.9760516591053756, 3.6194018840614177, 3.3156909257773877, 3.1412438295291256, 2.912896097041337, 2.675022739306735, 2.4932392772735876, 2.274290150686345, 2.1157223705788626, 1.9756641439349638, 1.8266824105370636, 1.6941163524761211, 1.5792933871868022, 1.4412666341112488, 1.32937378416071, 1.2458195766138023, 1.1728583914116364, 1.0586872664480762, 0.9866813592677954]",,30.0,16.651031543242656,9.936372354345298,6.72142592938502,-0.5018112375303716,32,4,192,26,synthetic
"[16.288792177141424, 15.486419522187722, 14.838314775367289, 13.743056412139316, 12.762536256844259, 11.94510412146695, 11.230099249590785, 10.385155082377844, 9.728725343733688, 9.160179523884612, 8.615164612548806, 8.009191597315429, 7.453873681108705, 6.978707403116275, 6.54010239001971, 6.137987279190279, 5.696247630586931, 5.412181047779205, 5.14035430793508, 4.7293176088894295, 4.353563548605796, 4.114823600415892, 3.8555496625152017, 3.5839662569292505, 3.297155426295306, 3.149436805490737, 2.9725136611810328, 2.7490206554080983, 2.614022389050365, 2.4467975340554857]","[-0.4888075539898397, -0.4872213644669725, -0.5095920417072628, -0.4896691819234542, -0.49819419301369855, -0.4978442922044752, -0.503601905110623, -0.4861792685625249, -0.5025123894361099, -0.4991425139726708, -0.5066738241640488, -0.4910754000939401, -0.4773500956007907, -0.4915870737045984, -0.5053951325497861, -0.5139693999798357, -0.48836838515645303, -0.5055935808044911, -0.5140214192405689, -0.49940089538654936, -0.4925496059000558, -0.4929971802687805, -0.49019665800845225, -0.49746208550351473, -0.47255113528107406, -0.5069036033051869, -0.5090608648261169, -0.48639225266737374, -0.5108856005252582, -0.49369594182793647]","[9.699434496272172, 9.177330470710114, 8.779990973145336, 8.297079695819104, 7.622063824149018, 7.120869201170072, 6.679707131988806, 6.270014002160515, 5.773826530452237, 5.448985315653092, 5.129693769783788, 4.794329567041361, 4.479702478830637, 4.191320930992932, 3.88774595641443, 3.649330405399108, 3.4040638295486056, 3.197941822513271, 3.0392236546944806, 2.8680010528222253, 2.5917017489317367, 2.447187136838471, 2.3147061380164247, 2.1508912158145486, 1.9899727980457276, 1.8516830936020066, 1.7763776517440732, 1.6448429733836898, 1.5433920170044626, 1.4637868101327385, 1.3669257224997717]",,,16.288792177141424,9.699434496272172,7.447278652105698,-0.4969631613060815,32,4,188,27,synthetic
"[15.858926990789898, 14.221187601481489, 12.85562020308428, 11.484638083922144, 10.272548402664764, 9.245572187508865, 8.085792507092636, 7.204350135146237, 6.5643892344751995, 5.895465221823058, 5.309529736920337, 4.756056023998005, 4.239659743019735, 3.774897720576906, 3.3406253771529197, 2.977464170071303, 2.6546382387234164, 2.3920751582478053, 2.155759106124145, 1.9577708265574836, 1.739539413967801, 1.5370327534177282, 1.4016577437064177, 1.2376170356086678, 1.1026759660243861, 1.0008923903822975, 0.9038379915625188, 0.8034525996658657, 0.7186864087992076, 0.6442338192658585]","[-0.4868638448953838, -0.4872575870584427, -0.4994907383711309, -0.5031795779326617, -0.48898775185373, -0.4996103222707109, -0.4862326000149458, -0.48413349867379224, -0.509613593960597, -0.5030947835639035, -0.5050893116850478, -0.5066986275316178, -0.5002947664342877, -0.4960232306596653, -0.48382949741035086, -0.49439533302993044, -0.48482695330327985, -0.4996201266833191, -0.5027504319327467, -0.5089543143444958, -0.5050517618538999, -0.4748210211870476, -0.5106572005923949, -0.48557995406180005, -0.48978035923359475, -0.5123884870445798, -0.5091423120069907, -0.4924045142549678, -0.496239478327556, -0.5058287178675894]","[9.721107598946528, 8.661380123964218, 7.822674739601339, 7.016937824907825, 6.222471007443762, 5.678767250945028, 4.991095059551565, 4.381876706309411, 3.9779482883357025, 3.574277943869351, 3.2232108383536575, 2.894427205505415, 2.582259564825091, 2.3102795793179776, 2.051807474158139, 1.824253345975214, 1.618181079847324, 1.4613681915006358, 1.2995298456345485, 1.186598743268093, 1.0662775019540867, 0.9376383434368389, 0.8515225445679522, 0.7604196014210365, 0.6746900942027988, 0.6022261589497067, 0.5483550622739204, 0.4916382203861704, 0.43793940638956597, 0.39255293505356387, 0.34949319248513394]",21.0,21.0,15.858926990789898,9.721107598946528,4.8778864263927115,-0.49709468993468203,32,4,268,28,synthetic
"[16.21280121461963, 15.034068178437341, 13.637601812749727, 12.407246653977591, 11.341931001509014, 10.311677775466856, 9.43017117555024, 8.487035081572857, 7.91163499405959, 7.203391290675244, 6.535189399253053, 5.929812393365545, 5.489304990861646, 5.054297395147678, 4.521999364141349, 4.069611312869371, 3.7956233625354807, 3.49203566531847, 3.171535796654441, 2.8790191863447214, 2.6396273827923196, 2.4054391123717713, 2.169305267881421, 1.9992650680659219, 1.8405241877615368, 1.660012992955678, 1.511306232522464, 1.4034149708011094, 1.2795126916682071, 1.171273986875998]","[-0.48401417074290515, -0.5091321165845635, -0.4930991903528552, -0.49164860658448895, -0.4990573464331193, -0.4870250143998334, -0.4964404840409661, -0.47248921772052743, -0.49724365362232237, -0.4883408671176793, -0.49544443216770284, -0.480107621101934, -0.5068591116130067, -0.5059237686565913, -0.4964223761213371, -0.4864305863063156, -0.5050537043871849, -0.5038106750689659, -0.504069560194699, -0.4897195002534778, -0.5018238392278268, -0.5037848253139163, -0.47496525230861314, -0.4946428811058825, -0.5039788012142936, -0.49069721930809956, -0.4813768853375367, -0.5060612218490352, -0.4916930293716549, -0.5042703754041145]","[9.810020716654051, 9.005491045147618, 8.297034608004177, 7.479469995737532, 6.8830140389437675, 6.21189115663212, 5.743680220603341, 5.152898557947684, 4.735046795150894, 4.406950838681125, 3.9388121271158125, 3.616541193189048, 3.2734757155080847, 3.0492844262445136, 2.7732795648695365, 2.451173195258848, 2.268183968731206, 2.106274585037359, 1.9194384477896382, 1.7362650993722755, 1.5986180911264585, 1.4462453310900356, 1.3269727044294057, 1.197920039910771, 1.1142541303958255, 1.0072980954739073, 0.9147300694781205, 0.8407656583000982, 0.7760696791829059, 0.704910002872223, 0.6452046294602574]",26.0,26.0,16.21280121461963,9.810020716654051,5.8331889979602085,-0.4948542111303817,32,4,190,29,synthetic
"[16.281465639487568, 15.245930580451187, 14.127413684356576, 13.066220472222692, 12.323347360751983, 11.321785455916366, 10.34611732761038, 9.626066893821365, 8.958015521826955, 8.318319758515267, 7.751201147645679, 7.115024001147063, 6.522253869072172, 6.054014058291933, 5.467713000221743, 5.151056910465633, 4.876708401280275, 4.493891500646709, 4.223683256618321, 3.944942868042537, 3.644254265290903, 3.3394347565664115, 3.0857070017721315, 2.8715595629867616, 2.6069326908274024, 2.3822399966788717, 2.1826029521671555, 2.057411629040639, 1.9423465098496489, 1.765987350264023]","[-0.49141321592770143, -0.5046381138398613, -0.5068299261217896, -0.5044910299826967, -0.5175548378339925, -0.5055625883839393, -0.49306170304361674, -0.49395702564243155, -0.4948587646737766, -0.4904397026356067, -0.4986483458128211, -0.49789065820580697, -0.4832929537341156, -0.503748922239092, -0.46787409904153554, -0.49019180379650296, -0.516114129978515, -0.4907445302783254, -0.5129640511991893, -0.5107492196400689, -0.5128710161554534, -0.505977795158987, -0.4957836366468566, -0.511429524173462, -0.4902538204071629, -0.49928318544075045, -0.4818085248767703, -0.4895982736922431, -0.5287189101642285, -0.4855192035934533]","[9.785647491658834, 9.063901516180353, 8.51056082446043, 7.759689253476973, 7.303067573781028, 6.841773858809561, 6.202175955319704, 5.769563732821299, 5.365637151291185, 4.993704612840397, 4.640000544127057, 4.312345218754769, 3.90578922906276, 3.6664384807734596, 3.312453431498148, 3.0681377698464742, 2.8985075945171497, 2.7015191194223136, 2.50236175985164, 2.353048602970222, 2.1849362212768733, 2.0038880305518973, 1.8434005145406147, 1.7240119699381597, 1.5781777238317893, 1.440807337530553, 1.3095786236870428, 1.225610745839552, 1.1580355838493182, 1.062999175635478, 0.985595856415069]",,,16.281465639487568,9.785647491658834,6.703121614127878,-0.49920898374402517,32,5,222,30,synthetic
"[16.75388680728706, 15.729519701009385, 14.74759678192622, 13.525518636980339, 12.69056629975667, 12.096067957369838, 11.067938664517218, 10.223487417029244, 9.594397420662927, 9.089843493728786, 8.454479395650385, 8.060911451876354, 7.57682483716966, 7.010174435329435, 6.592772881449229, 6.159414105861806, 5.742860509442112, 5.421530940791401, 4.981248122011628, 4.735896541632463, 4.462651968028171, 4.131099668386326, 3.87863275884599, 3.5941297512985897, 3.322623179654158, 3.1387017513760633, 2.9775285685198574, 2.7862477398994696, 2.594967384932368, 2.460374349115553]","[-0.4937227327922606, -0.49724012483114777, -0.5131054885251286, -0.49623157808182256, -0.5021458892600461, -0.5202716391506614, -0.4922954996071966, -0.49552872341721316, -0.4940935062572207, -0.5161539938173513, -0.485712032452777, -0.49563636441887643, -0.49789927849315607, -0.4933393569859463, -0.5118570975467062, -0.5084886191079115, -0.49443539473201575, -0.5060327556040174, -0.4847502808131486, -0.5091705965510716, -0.5121527900776349, -0.49871567743355566, -0.5041531165890396, -0.5071934686191086, -0.48997785815428685, -0.49448516098885836, -0.4965362643422933, -0.500977353506528, -0.49094174342435815, -0.5158836053631102]","[9.978372193886512, 9.405083601261001, 8.77081775009903, 8.18103161342017, 7.450805873181002, 7.191767906904549, 6.67914524427909, 6.1299531714945354, 5.689985489903348, 5.4093457396094315, 5.028418159300384, 4.779712029979732, 4.540762338733868, 4.21226823257432, 3.8983550878435103, 3.6834289046120103, 3.4070556327707546, 3.235816364037581, 3.010545128670128, 2.7690165337599644, 2.6826629914910716, 2.4478822893204915, 2.323804643150534, 2.147522017729254, 1.9917475943251566, 1.8569610519072925, 1.773657128764422, 1.6679268872457003, 1.5475583124937027, 1.4574795925865827, 1.3681416555531665]",,,16.75388680728706,9.978372193886512,7.453396450717957,-0.5006375996981483,32,5,225,31,synthetic
"[16.341648338431394, 14.524330390864966, 12.801365808571814, 11.611051311799578, 10.252880555351943, 9.040780428470617, 8.17418717130441, 7.39798149141093, 6.609273878710572, 5.9352999308814836, 5.314452080049905, 4.750923691021473, 4.251131842286684, 3.784280720964721, 3.4014709038263917, 3.0648456169526375, 2.7243219562184784, 2.4236270322316447, 2.177596693539263, 1.9502714689952252, 1.7362151810671704, 1.5470518837827911, 1.3815462065990356, 1.2262729364511682, 1.0969295681946374, 0.998425372442504, 0.8844499848827836, 0.7830935912169318, 0.7032771444693824, 0.6355145611367254]","[-0.5138708032351557, -0.50993413325034, -0.48878837782258305, -0.5144533379184387, -0.49432789448287323, -0.4889157986711687, -0.4981001818787123, -0.5076750092173884, -0.49196772694917934, -0.4986225129881098, -0.5039094171767482, -0.49936486931541585, -0.4948371089061212, -0.4883669271671186, -0.4897383401570468, -0.502824718963233, -0.49523758163361553, -0.48782128958200377, -0.48710244710952894, -0.5061311358513892, -0.5008858325926642, -0.502375352820964, -0.504799026871099, -0.4816851397190298, -0.4762353093746872, -0.5082804003790579, -0.48784453768610725, -0.48769035141300826, -0.49023783541733224, -0.5096557530131312]","[9.90637391543196, 8.867462181769273, 7.83824141298626, 6.990743173387793, 6.34744099496153, 5.503858024407088, 4.969646351279693, 4.470657830224135, 4.046577561456737, 3.601256853466876, 3.2524167445448287, 2.8723132366377064, 2.6126914965344232, 2.301227814971668, 2.0836719083544857, 1.8552445191480325, 1.6789525495776652, 1.4694776856707839, 1.3394810381284887, 1.1842248727656495, 1.062077594146359, 0.9409211421134255, 0.8431608060354521, 0.7486423417704823, 0.6754014276034044, 0.6006005637132353, 0.5487312438407955, 0.475814177462303, 0.4317900846245621, 0.38242824960782784, 0.3487990778731063]",21.0,21.0,16.341648338431394,9.90637391543196,4.9174832580709085,-0.49705597171877497,32,5,226,32,synthetic
"[16.401566538007767, 14.927706825525464, 13.536535919677576, 12.175637222954808, 11.167112574861664, 10.363049293480078, 9.441275096765354, 8.48490311028739, 7.77911624263639, 7.240073578470551, 6.539332498282774, 5.989098181537895, 5.5059472403701815, 5.034958583912065, 4.56375978968443, 4.156285493900861, 3.7844214318907192, 3.485312243948724, 3.1458958880104984, 2.8786542896465486, 2.652636880876546, 2.38590394096538, 2.1995948404295547, 2.025732925164505, 1.8550899215888614, 1.6779554248825732, 1.5344430259228201, 1.4113102832351283, 1.263756569928038, 1.1665341299741476]","[-0.49249940904083406, -0.5061228965559345, -0.5012451901693101, -0.4729287510967922, -0.49185568578817634, -0.515291495201872, -0.5066776415588141, -0.48603584274091594, -0.4815874123930852, -0.5061711523796999, -0.4789261630892298, -0.49650413581027947, -0.48924527331023665, -0.5058273934907357, -0.4984012278212448, -0.5046117243966314, -0.49691410129505054, -0.5096643683238313, -0.4967139104210021, -0.48783558044705866, -0.5043345508569308, -0.48688160831179955, -0.49839104819185154, -0.4974138012771137, -0.5024082844167341, -0.4904055237189162, -0.4954727234769467, -0.5158066826429484, -0.4888273767945124, -0.49280154680816196]","[9.974710698792485, 9.003263835648559, 8.192426888493548, 7.425479764739535, 6.7567039591090134, 6.168559185833649, 5.734597876586408, 5.137698501896779, 4.702420153375067, 4.333132867421662, 4.00775917591439, 3.5928303426347967, 3.3291680773961394, 3.0493628755588773, 2.7507235327372186, 2.520175399157707, 2.2695710031823286, 2.103747973227057, 1.9062623926420796, 1.7288350724681878, 1.6079556124636611, 1.4492730224988957, 1.3167630920780427, 1.2239055294407082, 1.1163998391693173, 1.023285060117371, 0.9195303657041113, 0.854570554264375, 0.7657740481929989, 0.6984196825197315, 0.6515452125606374]",26.0,26.0,16.401566538007767,9.974710698792485,5.825786666227311,-0.496593416727555,32,5,308,33,synthetic
"[16.45063626423845, 15.17434261617378, 14.047786939215701, 13.049357885927485, 12.116755030362949, 11.215667317369299, 10.308655216009857, 9.572905982866926, 8.984425445349395, 8.258874551543995, 7.631950664247625, 7.065399270890095, 6.52030255832959, 5.993439593535988, 5.621103063411587, 5.2300598987069264, 4.853842386930607, 4.521366183122989, 4.177198720446671, 3.846862552184056, 3.593239640285553, 3.2924584050520007, 3.0364214951962665, 2.8174140404615016, 2.6079925262756216, 2.429862902892229, 2.241704824837333, 2.0861851590116864, 1.9136736825638199, 1.7769720171765293]","[-0.4995027852989212, -0.4921466416574978, -0.4930376639496335, -0.49659667107704747, -0.5034901795727261, -0.5021992264294209, -0.48797086212185353, -0.49576278341063085, -0.5138220282069654, -0.4967490359647547, -0.5066964668536365, -0.5000438231106485, -0.49683642192324373, -0.4825922505693273, -0.49824971656537725, -0.49518644987514376, -0.508150429393052, -0.5110056837273841, -0.5100928827464886, -0.4971450281007539, -0.501688551474868, -0.48940364765189176, -0.4961018349683406, -0.49974093246406354, -0.49306219881027397, -0.5112214090351884, -0.4958382249385968, -0.5147413736768758, -0.5023655974065802, -0.5018806446794378]","[9.857012906955873, 9.137142096249175, 8.425826895621322, 7.82921994526114, 7.252292379376345, 6.719325641445868, 6.21871901461337, 5.729259544263809, 5.3378932768849365, 4.9870431032584275, 4.556571234811701, 4.234509505177637, 3.9217938699436816, 3.613028796986412, 3.346326345069191, 3.1471314517298388, 2.900030552728721, 2.6882298052353835, 2.5125862478291094, 2.293054936919146, 2.1524053427878367, 1.9933648850965235, 1.8205973508029614, 1.6892978929272993, 1.5634405041838835, 1.4543287411253143, 1.3402458599797986, 1.2513363357575549, 1.145077828486635, 1.0623888990994794, 0.9877459491064503]",,,16.45063626423845,9.857012906955873,6.681228561153884,-0.4997773815220208,32,5,228,34,synthetic
"[17.018486297803523, 15.655283027689228, 14.409420096945045, 13.580421798949589, 12.687435197492444, 11.987244482880907, 11.194026016954082, 10.249953094060073, 9.720872955703388, 9.111182623073008, 8.593868925768213, 8.078583387832126, 7.527518765394347, 7.057522763535135, 6.530603086114285, 6.028594442324024, 5.676454376599892, 5.33856529173766, 4.9465931985174265, 4.705640443634332, 4.430592289024858, 4.157447215556593, 3.8716288711708877, 3.6186032161396935, 3.4029049689874764, 3.167220549556543, 2.9467226315983273, 2.773019252186317, 2.5825313179931384, 2.4156611079669816]","[-0.5074677030261298, -0.4982160798677259, -0.48589285633957235, -0.5047077722109039, -0.4892347466103741, -0.5022715033906602, -0.507840171706232, -0.48988997345438057, -0.5082900289336939, -0.49595594830736384, -0.4989976264979545, -0.4942518884900433, -0.49227723995281536, -0.5053705984283355, -0.4939818389790872, -0.474468796262996, -0.4908201443779058, -0.483228830407001, -0.47320853662910733, -0.5091995637809565, -0.4990637447556902, -0.5060784343929192, -0.4995224635571979, -0.4973948207122787, -0.5083665189908804, -0.5159178303456465, -0.5101981466255604, -0.5130590849211388, -0.5066224880660393, -0.5146167482766181]","[10.182865082231746, 9.414737780329181, 8.668022033638747, 8.04532720770916, 7.609445606483207, 7.090456477545198, 6.739275395977512, 6.148403930736465, 5.724723475536948, 5.468125219557291, 5.06416316715581, 4.861809851135551, 4.481845221380016, 4.2314227254398515, 3.9011494864721827, 3.653540259178679, 3.3655860330460445, 3.208527459878807, 2.9893196360864884, 2.7727623202881158, 2.643757646817236, 2.4728937826502198, 2.317185599004405, 2.153093064307151, 2.0283184228852407, 1.8893012684317652, 1.747758849217476, 1.642788357830597, 1.5448865971349093, 1.42987456821793, 1.3455885499092994]",,,17.018486297803523,10.182865082231746,7.44882005643965,-0.49921373760990695,32,5,294,35,synthetic
"[15.836229793109869, 14.29448222476683, 12.929941360153222, 11.61069181387879, 10.242574591930635, 9.15455294799366, 8.242839470186297, 7.37128803320765, 6.553293164919811, 5.85350451007586, 5.319719325973152, 4.719853824491366, 4.182179659730363, 3.738651348233671, 3.3830317676489363, 3.0191166883434013, 2.716900369155646, 2.440493850939582, 2.1682110837580235, 1.8963154489350529, 1.7192221548553206, 1.5732775596381128, 1.393081594110097, 1.2494666216309924, 1.1273525262472095, 0.9900847554270773, 0.882555111793013, 0.7910686337184678, 0.7214691095553705, 0.63975874264343]","[-0.49057721946648775, -0.5011758339916113, -0.5083113881955091, -0.505505117962176, -0.4881625385357178, -0.48758372033895403, -0.4952049560283313, -0.5011712605284222, -0.4967494277692675, -0.4872764506584945, -0.5095152073479025, -0.4901700021472732, -0.49087001781656153, -0.4890814204650273, -0.5036763772420227, -0.4898469786003869, -0.49506033552339057, -0.49844174694174, -0.5064387131679677, -0.4781587762084763, -0.48778860735832547, -0.5097107451999151, -0.49586484213190424, -0.49830559832809446, -0.512590279791461, -0.4819594328785039, -0.49036783446467963, -0.4786729990969876, -0.5014301256531459, -0.48321757931138876]","[9.641771540253622, 8.693663196782422, 7.797630832003857, 7.085839532829044, 6.288697554453534, 5.578037912632283, 5.031912230792644, 4.496266857585886, 4.007373542333104, 3.563557511924882, 3.221363130743167, 2.899174062478958, 2.5653013664788467, 2.275669991365592, 2.055226425252347, 1.8445051377077217, 1.6517094144396969, 1.4892567346593362, 1.3287174713999568, 1.1678636929471302, 1.0365504423976548, 0.9562091178397917, 0.8536600769289243, 0.7561590547142892, 0.6868592082712419, 0.6087070182495341, 0.5407806375060744, 0.48099617495619773, 0.4386716715906588, 0.3936072170719901, 0.34881956728813834]",21.0,21.0,15.836229793109869,9.641771540253622,4.892040269568365,-0.4950961844383375,32,5,225,36,synthetic
"[16.360360570078992, 15.152823238952775, 13.62990672928699, 12.376029401353007, 11.337539416960661, 10.376192364477832, 9.593692246369791, 8.718982900992032, 7.847639788405734, 7.015851346088316, 6.527337046449552, 5.885154423946604, 5.447788531753011, 4.970126504584455, 4.532335903253217, 4.237624916410382, 3.8169328656611063, 3.438919756651773, 3.1401211795778607, 2.8540551392025066, 2.6536490377547457, 2.452217109394247, 2.225476014157764, 2.0068090141368216, 1.8357037436161294, 1.6712779441297336, 1.5362198502745565, 1.3952467973316134, 1.257075319723593, 1.1554977968217772]","[-0.5087276133824162, -0.5182679637509383, -0.4977085113853873, -0.49289943592077046, -0.5111461745840927, -0.5065691487307943, -0.5207522129053473, -0.49932629521340677, -0.49867629244275624, -0.4695346985963716, -0.5080987662523908, -0.4734103245404337, -0.5026843758031598, -0.49091325649293976, -0.478194772730162, -0.5172265693847211, -0.4983679599965935, -0.49167872874372404, -0.49492809698347207, -0.47646706281995654, -0.5068230969513761, -0.5059780202105204, -0.5003714874792945, -0.4961577865903522, -0.49947859399582883, -0.4894771916370058, -0.490743819899367, -0.489090284567968, -0.478805584819397, -0.4945383256288138]","[9.696772968047556, 9.137116755133158, 8.247046893592193, 7.497465970413198, 6.821670360346183, 6.216885309554509, 5.735180770374625, 5.263631934577025, 4.802924148969465, 4.2572556993124575, 3.9250611279321355, 3.5893477494026924, 3.264536710560718, 3.0188165383563, 2.7352685101345036, 2.535342819530493, 2.328589018213807, 2.0788570691985067, 1.901783964577994, 1.7288704217807938, 1.5918663734708027, 1.4644896310888391, 1.360837543261071, 1.2070700217387946, 1.1125180797355434, 1.0066561034766681, 0.9294467252781266, 0.8493091501911599, 0.7669543673046071, 0.6943199480600261, 0.6420236870349911]",26.0,26.0,16.360360570078992,9.696772968047556,5.848286229926587,-0.4969014150813253,32,5,225,37,synthetic
