acceleration,orthogonality,step_norms,exit_step_by_acceleration,exit_step_by_norm,max_acceleration,max_step_norm,mean_acceleration,mean_orthogonality,num_steps,depth,seq_len,sample_id,trajectory_type
"[16.22613650228756, 15.320894718024018, 14.322768330915766, 13.319927884517911, 12.198623739310168, 11.273678740337958, 10.507735612964497, 9.552176671403334, 8.88630840127148, 8.276240677448856, 7.613119113921824, 7.188180357536558, 6.625128192591669, 6.102134806497118, 5.696615278495202, 5.227922243150925, 4.86442149991998, 4.4992045350961245, 4.1981775681381475, 3.857950370581342, 3.548889698066237, 3.302153078289658, 3.01048418873482, 2.7985221522401207, 2.596517873324342, 2.381408566975654, 2.2476606239379175, 2.084846178333955, 1.9260000096561656, 1.783266349039789]","[-0.47907671171022936, -0.5015175311165372, -0.5004341441926042, -0.5176680588091171, -0.49845454234794295, -0.49800819483015724, -0.5042807664078051, -0.4815452371222868, -0.4980851568197615, -0.5089042998426814, -0.48823371790399755, -0.5078228406831214, -0.49738969795680155, -0.483437469255527, -0.5087188808650084, -0.49165124588166426, -0.506723984479457, -0.5020538760779988, -0.5104855967944434, -0.5018402053725931, -0.49522171309189533, -0.5125406013153749, -0.4912277296899782, -0.5010179282151843, -0.5054857161077444, -0.4804413571359837, -0.5021028539343101, -0.498802524184166, -0.5028870426186443, -0.49544680719233647]","[9.789915912937625, 9.073682697417805, 8.606370367138544, 7.925071516541829, 7.362376635126233, 6.7258302316621235, 6.298191762286055, 5.814639673045715, 5.279227531707138, 4.986959500180584, 4.537936772961716, 4.286385923457351, 3.9905245392865605, 3.6638399191697943, 3.420063737312969, 3.1367944848948004, 2.9153800822380727, 2.6875059208093384, 2.5030888964997966, 2.3266495258641595, 2.1238656533786844, 1.9797273103570974, 1.8162971513042747, 1.669059206113451, 1.5606956624114234, 1.431115883352693, 1.3362318495319983, 1.2569238026751055, 1.1506261235465942, 1.0707145966099454, 0.9910369851720017]",,,16.22613650228756,9.789915912937625,6.714569798766971,-0.49905021439851177,32,3,160,10,synthetic
"[16.54829429142934, 15.4341653262021, 14.477265808089179, 13.70663785558171, 12.715533224051487, 11.807334418944103, 11.110528823273162, 10.39406938586145, 9.75070635349238, 9.020575162092626, 8.464484702665747, 8.028209003695991, 7.424047182825582, 6.994159459136048, 6.584661729388713, 6.183492476535408, 5.801658609515013, 5.354804587909368, 5.004247441467662, 4.679344702149643, 4.351495079227821, 4.12164585842937, 3.828369730707017, 3.5699482185454166, 3.362781063801491, 3.1857969864390303, 2.9944791735392844, 2.7514948868354967, 2.5916574366480987, 2.4551281839074837]","[-0.4972225827178281, -0.4872297204335791, -0.48544275306260015, -0.5103644575492964, -0.49231989031874424, -0.4824927173981411, -0.49568602896581304, -0.4896003125203278, -0.5009576196184433, -0.4877722412547299, -0.4770508060418827, -0.5057225127716515, -0.4926610328433545, -0.49748748286289424, -0.5067117170623708, -0.4980081228684983, -0.5063140979413672, -0.4884594598789935, -0.49629046807432753, -0.5002216860693873, -0.4830193085413701, -0.5123378979246138, -0.5003332172989977, -0.49177029207626066, -0.5018381022174524, -0.5059026513483483, -0.5074413909707615, -0.4965257357500823, -0.5034856187120754, -0.5085496330971211]","[9.876634951472454, 9.245911957930186, 8.64884424835306, 8.147180012422085, 7.622656556585049, 7.09448568009062, 6.616813217773198, 6.229035409969643, 5.81235553416145, 5.441162854097205, 5.014621495215572, 4.834376699905521, 4.415048366148428, 4.177434792746455, 3.9039444572527864, 3.681345166844339, 3.462357681795899, 3.221341155846147, 2.9842218041792052, 2.800360177290838, 2.6012601858805886, 2.4513226274536075, 2.287578754986587, 2.131634664008209, 2.001240701489614, 1.8787461325743389, 1.792345155576935, 1.6559553399596298, 1.5239616232261044, 1.4649633671455842, 1.3613104732443175]",,,16.54829429142934,9.876634951472454,7.423233905412908,-0.49697398527304376,32,3,151,11,synthetic
"[15.908288242614688, 14.294675553007869, 12.742722288625696, 11.36350540575709, 10.271325484161203, 9.327511602756022, 8.200637986515526, 7.206439286961695, 6.537664374004517, 5.927870746620837, 5.322807798838185, 4.733901019385816, 4.19018787012403, 3.7779605483974987, 3.4258646080313255, 3.0285992715175385, 2.702441967900807, 2.4639578133508078, 2.1802630235748386, 1.94935334861539, 1.7399637865516724, 1.5454118473422311, 1.3754703597149636, 1.2355307672339024, 1.1098193354143517, 0.9824735883202041, 0.8679213275253305, 0.7901778118780177, 0.710831049194773, 0.6450450737333451]","[-0.4853228838561541, -0.49890332978466617, -0.4936145440020456, -0.4919098550601214, -0.5009035519632223, -0.5205972951436458, -0.49867321317716556, -0.4813289830581678, -0.4961635631516467, -0.5051439385753292, -0.5045103788613036, -0.4958787129037504, -0.4937351365737235, -0.49927405854857615, -0.5160094853037329, -0.5045011941162052, -0.48704715077850697, -0.5116201049351616, -0.49429468336857696, -0.49715619891389556, -0.5012458529000977, -0.4966233750888656, -0.48840773162959783, -0.4817232287327235, -0.478198574067816, -0.4809832935816794, -0.46984345461335836, -0.506444519856002, -0.49232893569178987, -0.49320211585660795]","[9.741624407985459, 8.708192796567191, 7.795478767864775, 6.941583767130468, 6.2084321387278605, 5.6438314412895965, 5.048227756387131, 4.418234193763808, 3.9507522503897885, 3.6053059877512954, 3.224411920580367, 2.90996361060363, 2.5600283432214925, 2.285892286983022, 2.0758887083489146, 1.8570733058944027, 1.6324360877207555, 1.5006806993719857, 1.3318713734215561, 1.1891134723302483, 1.0627522122824826, 0.9443919880401503, 0.8411032576679152, 0.7524792667986728, 0.6823615091851227, 0.6078028798249674, 0.5330626018931625, 0.47883127240344714, 0.43122588330352823, 0.39134924426129486, 0.35487570145380243]",21.0,21.0,15.908288242614688,9.741624407985459,4.885287439589006,-0.4955196448031378,32,3,216,12,synthetic
"[16.28869040210479, 14.77091841398847, 13.608324407013352, 12.46840228574331, 11.203514859722283, 10.202389165221339, 9.464688991061687, 8.618640506233664, 7.977226760717954, 7.264686621632566, 6.631144156840072, 5.9129393649373725, 5.470807574759892, 4.993241820900619, 4.564654300500733, 4.162934329456565, 3.846897026419573, 3.5199820541031714, 3.177121559109387, 2.905184592970359, 2.6276963762021586, 2.3972969287098422, 2.1949182975782264, 2.029866869779082, 1.8230198465166727, 1.641771173102771, 1.5288650106610975, 1.4066393487380293, 1.28091828464376, 1.1661996515544166]","[-0.4892428776849638, -0.49062962645435865, -0.49547008493032535, -0.5031110841893354, -0.4931317080830043, -0.4800208462356865, -0.49566175011323854, -0.4864453995075453, -0.513986175118843, -0.4972805202912725, -0.5236749070880587, -0.4805000661777768, -0.5059565855115159, -0.4986301188576848, -0.5000857573298049, -0.4957775942843194, -0.5125087210493521, -0.5129120296191939, -0.48391719946895684, -0.49382423204670306, -0.48696731272395766, -0.48850603287636507, -0.4877505759599193, -0.5156646104613554, -0.49374071895036015, -0.46513802234460233, -0.4918954134613185, -0.49627681806799284, -0.49625472345109456, -0.4959681421441658]","[9.951716658713288, 8.914881227376002, 8.189373670717144, 7.5434743331759675, 6.833088560827067, 6.1268043345970895, 5.730825953640088, 5.20970981934227, 4.784384606978697, 4.381434878464436, 4.011987653868659, 3.5814635296241235, 3.288841582929042, 3.013829187891506, 2.752524004688957, 2.5163707329196603, 2.2956455361363686, 2.1269250992491924, 1.9184900324506682, 1.7689057278746478, 1.5910449002550622, 1.455383324259779, 1.3223493023381612, 1.2218531692914263, 1.1090189701150546, 0.9994644340120719, 0.9180807672439465, 0.8516647332629957, 0.7739772253560029, 0.7064310869335237, 0.6414663422920183]",26.0,26.0,16.28869040210479,9.951716658713288,5.838319366030773,-0.49569765514943576,32,3,215,13,synthetic
"[16.45655886450212, 15.134599024645079, 14.211504297596425, 13.005102225009463, 12.100218126771088, 11.329115007409586, 10.406616236854083, 9.675518959427226, 8.988428678523391, 8.18551456410202, 7.542582297922053, 7.077998636159776, 6.646847668474652, 6.166381319341535, 5.672625584413197, 5.22292788259459, 4.888630746947169, 4.447971814453997, 4.108072450174061, 3.8273055559285543, 3.513124023731544, 3.2451762616451854, 3.0446131606159637, 2.812868305056087, 2.589405213318497, 2.407736128104031, 2.2223846369535063, 2.0395585829310505, 1.9011475762920356, 1.7815534916395184]","[-0.49452970970090687, -0.4822418723667685, -0.5072323580384004, -0.49073431167774656, -0.5010553327821476, -0.5075130620463257, -0.48613198156328585, -0.4926605102027859, -0.5018980197551092, -0.49683248470844693, -0.48480223130306427, -0.5004025473980886, -0.5196083209610756, -0.5127101660471209, -0.5043475643675717, -0.49613935977644125, -0.5160680493813199, -0.49356611956531754, -0.5026460176821227, -0.49498868572701993, -0.493927532192311, -0.48801457988419195, -0.504328388646349, -0.5062327127631686, -0.4957529075288048, -0.5115490842153575, -0.49952699776364196, -0.49053363625939417, -0.49562347195639034, -0.5025035314878726]","[9.984731039013903, 9.044557412823277, 8.533148001209364, 7.832563300324996, 7.226871640665649, 6.737494234631473, 6.309306981094236, 5.75881442493693, 5.439398044833174, 4.928816568822728, 4.530173559009453, 4.221825141735607, 3.9485253676568135, 3.675367527974653, 3.413420977140536, 3.1251983100681078, 2.912230560534857, 2.701417155598048, 2.4435175426694347, 2.2951286373662905, 2.1306314671271744, 1.932576133706263, 1.8292029053857928, 1.68031166860133, 1.5602528558282114, 1.4330658727108072, 1.3359565653501109, 1.2299055115715698, 1.1319463355859491, 1.0661876709067941, 0.9887757984559631]",,30.0,16.45655886450212,9.984731039013903,6.688402910717916,-0.499136718258285,32,3,214,14,synthetic
"[16.767779467397855, 15.655622309540592, 14.822178815872558, 13.632422507960156, 12.715484164416047, 11.90374890669708, 11.161254105260058, 10.396957142271962, 9.69876870044312, 9.159990101183443, 8.526213927332497, 7.980146452894446, 7.436019595157199, 6.948371817310149, 6.537400243508243, 6.101191487222691, 5.7780930164154904, 5.371481472965504, 5.06705029948646, 4.745787855547734, 4.427921875098034, 4.115884089938102, 3.8112388263353862, 3.5859289386692947, 3.3423234817785934, 3.0959295771215305, 2.9049316969500905, 2.7739420041955607, 2.6101419164703574, 2.3664803788498983]","[-0.5143924642157175, -0.49154246715050565, -0.5209086999374557, -0.5026400889816397, -0.5019183026027876, -0.4986322080234153, -0.4971192358170539, -0.4936043443959023, -0.4907970719377831, -0.5016891522190953, -0.4911347666658596, -0.4943532969774566, -0.49063709491291435, -0.49211643570923397, -0.5012552730087266, -0.4835009078441719, -0.509404850422644, -0.48820605183843413, -0.5027888503201816, -0.5085077288034229, -0.5073308916939052, -0.49361006312510525, -0.4851347986690855, -0.4964434218400611, -0.4864915806023276, -0.4865928257272892, -0.4944054469435113, -0.5194057675822611, -0.5204652257791376, -0.4780345916870347]","[9.970573909348367, 9.295169466444044, 8.831545361400236, 8.161418100691431, 7.562335870935421, 7.1085336134872605, 6.640336096050824, 6.258060886802035, 5.769625347319501, 5.462629158603584, 5.106474879862827, 4.765968206348936, 4.464438162506085, 4.146860775518273, 3.8962667601694205, 3.6479587829937348, 3.4350444791560273, 3.2149201618299283, 3.010911552854576, 2.8336937375407842, 2.6295526596829384, 2.470107996651125, 2.2915257655302415, 2.130264323154422, 2.014786124235293, 1.8610396398109865, 1.7290786462707042, 1.6310365323111495, 1.551198561766124, 1.4417503860517265, 1.3099409827585358]",,,16.767779467397855,9.970573909348367,7.448022839143004,-0.49810213018113736,32,3,154,15,synthetic
"[16.044368222110446, 14.419659204867488, 12.869891036558084, 11.40615334537186, 10.35495503485372, 9.29452300943368, 8.237843819876526, 7.224524741539187, 6.458678232875809, 5.853341179657145, 5.292427395328736, 4.762733258387057, 4.1866097151416355, 3.7597452319219706, 3.404488761118612, 3.1008165883260514, 2.763027987438543, 2.4700478271828055, 2.1845252219052735, 1.9299599309377344, 1.7321726343658652, 1.5406652240264327, 1.3824082307154812, 1.231420270782074, 1.0963306732918758, 0.9875765788956286, 0.8785149676852609, 0.7821137785912682, 0.7149081819117312, 0.6471102994712478]","[-0.5057831729525477, -0.5079324075435319, -0.5128374495161312, -0.4837916745758017, -0.510947068426611, -0.5051278487604444, -0.4974104388115808, -0.48509116545752706, -0.49369401324755285, -0.49725185440493275, -0.4959578297484825, -0.5184943766935616, -0.4892371829485312, -0.5016518268172575, -0.5006976561123375, -0.5147950847744096, -0.5065749477374936, -0.5106768370452553, -0.494213790892354, -0.4899727434148122, -0.49978830826871057, -0.4903367914836467, -0.4964648640978107, -0.4912531497063575, -0.4913350551963159, -0.49138333573678317, -0.4811476662618463, -0.4814700530780038, -0.506325121312635, -0.5067978748516]","[9.703615674322945, 8.779635523372017, 7.817808960413255, 6.972090166386416, 6.263748988196734, 5.644519658450582, 5.06440837776081, 4.449385918690368, 3.9289430036134805, 3.5412121836320867, 3.221303674974323, 2.895187320027682, 2.567637245247577, 2.281179409744535, 2.055870224550768, 1.8729646083313896, 1.688491549343864, 1.49304327627268, 1.3478234497804196, 1.1775868322723038, 1.0573177028045229, 0.9418523225512349, 0.8419564713977481, 0.7554066172383427, 0.6698022312682654, 0.5991326982004532, 0.5440597237728205, 0.4760024439738507, 0.43236841934346015, 0.3910619776073521, 0.35417037620287006]",21.0,21.0,16.044368222110446,9.703615674322945,4.900384686152308,-0.49861471966249554,32,3,210,16,synthetic
"[16.179080348046554, 14.954237515572553, 13.301655140590988, 12.200231604963912, 11.275752044586413, 10.268629436966371, 9.403047574244193, 8.663776158404797, 7.817595476797402, 7.121127930558217, 6.557230704137403, 6.038842907444471, 5.439448686143756, 5.025962800918543, 4.564096489854068, 4.194487771134724, 3.8017070244191924, 3.4674212731980196, 3.1567176042845646, 2.9105936135291923, 2.654882814627999, 2.418104976163228, 2.2012181465076806, 2.0198148706028247, 1.8176791051098202, 1.6737317638564393, 1.5516414430840249, 1.4264446117116807, 1.2771596459632812, 1.1712371579149201]","[-0.48695593904010315, -0.5242218607341396, -0.4754766074406649, -0.4957490333904937, -0.4942017567829538, -0.48608851212754167, -0.5005251162354838, -0.5099982448424832, -0.4947392578604494, -0.4943074661736113, -0.4947500456702186, -0.5118225644174785, -0.4796212813273882, -0.5169015180141887, -0.49205754210154723, -0.5028586817570679, -0.4916360017309182, -0.5047068931731936, -0.4878350987433962, -0.5005274895976212, -0.485463831976442, -0.5001241074522716, -0.49709405558032094, -0.5100940714028224, -0.48745638952745085, -0.49894462248462257, -0.507687263847554, -0.5131312671947097, -0.4837727005521718, -0.4942481510250628]","[9.782914628099936, 8.974836916944772, 8.148859867630067, 7.3299861679161555, 6.773937592770078, 6.2680969514416045, 5.638713132837525, 5.214329405129848, 4.753099992631294, 4.285668420534532, 3.9504407728712674, 3.6322255416472506, 3.3111139359482555, 3.010411093013364, 2.758903039904862, 2.5234844057236274, 2.3137808384030607, 2.0863396959687126, 1.9099451662530933, 1.748767583981291, 1.6105594253352842, 1.4688691319980367, 1.3219134875209715, 1.221636010845061, 1.1018355255151078, 1.005105794515494, 0.9277155922698391, 0.8589602150978681, 0.7803878129965691, 0.7016641784309614, 0.6530695086342546]",26.0,26.0,16.179080348046554,9.782914628099936,5.818451888044575,-0.4974332457401457,32,3,156,17,synthetic
"[16.390765642815474, 15.115238351524336, 14.031423758140486, 13.033533065879952, 12.20884922441009, 11.144462825752738, 10.21535281103418, 9.556002776049302, 9.073462259990734, 8.421328631576118, 7.686459251980225, 7.076494867499826, 6.448892600218895, 6.006654209252271, 5.619242225747199, 5.1110813914672235, 4.76632368582651, 4.428714024840965, 4.093124142648255, 3.765971585314374, 3.507878701807832, 3.2587755232209035, 3.0329845119906125, 2.8359881325842, 2.6295488786065015, 2.434678700063922, 2.1998172664552955, 2.006530513832813, 1.877198752463849, 1.7672746566980824]","[-0.4810524518672183, -0.486821382765544, -0.4885255487078866, -0.49006367660852723, -0.5113188246092695, -0.4886086221815525, -0.4873287431100784, -0.4892213122797823, -0.5114982473451487, -0.5118518671821253, -0.49763010536321844, -0.500354589111415, -0.4796766430815846, -0.49369588905005124, -0.5099405869026933, -0.476992405432147, -0.5016413808493279, -0.4961724898852976, -0.5043972833746887, -0.49351959076064245, -0.5035180906313739, -0.5010728190361782, -0.49329645372632125, -0.5080776157318131, -0.5017387517820828, -0.5089510189898249, -0.48230913632012473, -0.4703781578623169, -0.48790090223101273, -0.5017531312959893]","[9.950855006491132, 9.089425163006485, 8.43714000248859, 7.823299690960986, 7.273193994243681, 6.768548754550806, 6.143922904972887, 5.699010066804694, 5.373530972656299, 5.062172912635444, 4.6204976591255145, 4.259621288190073, 3.9081272224395582, 3.5869578930941146, 3.362319345506937, 3.1031432324892454, 2.8423900727593594, 2.657243517622454, 2.461876656370385, 2.256064879496915, 2.1009928616756315, 1.9438064108478728, 1.817048571672106, 1.6922392808547038, 1.5729856189387017, 1.4609108508479522, 1.3412316594791966, 1.2128853837100364, 1.126706724395736, 1.0492160888648674, 0.9899800005751945]",,30.0,16.390765642815474,9.950855006491132,6.658135098989772,-0.4953102572691746,32,3,202,18,synthetic
"[16.4577267093326, 15.363478326048314, 14.617102902337237, 13.799571545736367, 12.804777373997872, 11.816184952215446, 11.060915025231644, 10.393248238869234, 9.81154751598125, 9.180012926277367, 8.506970173782259, 8.000966089976592, 7.633657197413622, 7.046934970328297, 6.515035097883691, 6.17269447951181, 5.746730419999547, 5.404363235999085, 5.059531210957057, 4.66448559876522, 4.342724313499144, 4.13775000223062, 3.8544219999921063, 3.574106227154427, 3.333252034022987, 3.111628109634456, 2.896673538271277, 2.7246444629879556, 2.556403435541097, 2.3913081565363346]","[-0.4822771385142528, -0.4891219794447482, -0.5032225141318653, -0.504068456278355, -0.499875805423741, -0.49397241795712205, -0.49304301208910106, -0.49597083760002075, -0.5061581989720427, -0.4996115747413282, -0.48954711573455967, -0.487338354264599, -0.5192551729397711, -0.5004699708411751, -0.49299133942316714, -0.5118047539349316, -0.4857168459273694, -0.49624592042284865, -0.5004506187601478, -0.4932464905377271, -0.48680121053155145, -0.5077708276790903, -0.49685098890253265, -0.4988078312738648, -0.49530310836099223, -0.500649265823569, -0.49295990814300583, -0.5030003989868698, -0.4881494818381927, -0.4910827070695438]","[9.95890279294505, 9.152168466131554, 8.650299609628293, 8.208059032663195, 7.70209560920195, 7.079833247127248, 6.588831816951138, 6.211041543119691, 5.803874185160037, 5.50101002486649, 5.097971900192345, 4.757421182776188, 4.519488084634533, 4.237628204375825, 3.8958060355287407, 3.6433097730053174, 3.4556205759911154, 3.2103915069767974, 3.0370436912922867, 2.802757926040798, 2.594123809349687, 2.4418362225951085, 2.3232158484714818, 2.1307691418532744, 1.997171395217212, 1.8569153997327417, 1.7346130431627782, 1.617357962378455, 1.5252018241460843, 1.437966956379945, 1.3308146683229458]",,,16.4577267093326,9.95890279294505,7.432628209017164,-0.4968588082182695,32,3,154,19,synthetic
"[15.986418625907968, 14.205862575486513, 12.81756620823935, 11.522928980695468, 10.381200534909466, 9.255596246524695, 8.335453638766278, 7.3664856077764815, 6.543540720177114, 5.927180727652406, 5.220966979861746, 4.699386063098513, 4.176782383331876, 3.773640023131804, 3.409748841970325, 3.0090262619314516, 2.7031432426139412, 2.404066300736376, 2.1592893237932245, 1.9347950876449271, 1.7502075534073858, 1.5656559045276404, 1.3814957275248787, 1.2392870202717323, 1.1135837503695707, 0.9993003270974948, 0.8990849118213028, 0.795253375315935, 0.7127442272342048, 0.630128773955672]","[-0.495366410297597, -0.48955626073902253, -0.5065655836041111, -0.4880873924517316, -0.4976764927699458, -0.48985783569239916, -0.5066261609045222, -0.5031233729427157, -0.49162986962665056, -0.5050421941958061, -0.48032774645471776, -0.4997627246690371, -0.48270276333135126, -0.49620001244184264, -0.5058022432327861, -0.4756416672110016, -0.5058948158030832, -0.4841543654782796, -0.49536806762217445, -0.494043610452578, -0.5005032501772826, -0.5146428740504232, -0.496637628545567, -0.5067219022007186, -0.5021454694479947, -0.5014751765600565, -0.510763477930666, -0.4866595668835105, -0.5023153934198821, -0.47766872633739926]","[9.766844627434502, 8.71108355325239, 7.740020035539811, 7.0224342575882766, 6.330075798038325, 5.660120892402587, 5.057843927892859, 4.541371426312936, 3.9490441658830746, 3.625602399356902, 3.202737492887257, 2.8624920952338297, 2.5615365921642557, 2.28673046842814, 2.074484904819909, 1.8531140688273622, 1.6478317127656368, 1.465625187671996, 1.3238796078996224, 1.1717472093118466, 1.065964139464733, 0.9536226809211269, 0.8444186550148601, 0.7516802377694344, 0.6754633946196311, 0.6089022581529338, 0.5438134084613887, 0.49020565400857885, 0.43154028948305395, 0.3904919434335422, 0.3420290176768747]",21.0,21.0,15.986418625907968,9.766844627434502,4.897327331525857,-0.49643210184916176,32,4,261,20,synthetic
"[16.34648956195201, 14.89394442569702, 13.565545580184724, 12.443752962149544, 11.369184409998772, 10.3907672249381, 9.487344943592792, 8.616621746204569, 7.721221754391953, 7.190039153280312, 6.601551972082386, 5.988724929972865, 5.510998915775597, 5.050974142038514, 4.587752321289467, 4.226584242128597, 3.8113767876275344, 3.5102464357655947, 3.1746397437809484, 2.924759963258399, 2.66483236763873, 2.4239097643181426, 2.2202883299692844, 2.0150080887154083, 1.82023968780203, 1.6680418649701365, 1.5349661009121645, 1.4017994957106865, 1.2800529215195504, 1.1568520424768627]","[-0.5037728947744152, -0.48773732664699226, -0.49047917717849465, -0.511332038685892, -0.5000919957934105, -0.5028209806633636, -0.5042849944539206, -0.5069203904127324, -0.487066521670022, -0.5133289101442821, -0.5006428944390701, -0.49475738480505277, -0.5087795782762181, -0.507450884330043, -0.48782407942568556, -0.5169037007077987, -0.49034866044827186, -0.508724857255247, -0.48541910257994686, -0.5056767718374551, -0.4930433864607617, -0.49914923348540124, -0.5149197409039901, -0.5147211806221226, -0.4994777545241877, -0.4993751644946299, -0.49425868837794334, -0.49347292041896385, -0.5075894828317401, -0.48942882685204264]","[9.818032719875692, 9.02811211667521, 8.234383514050194, 7.473408970296621, 6.836851908297077, 6.286909572610163, 5.6952163449801905, 5.2411055445928145, 4.680457758166713, 4.270693995818213, 3.99351030859767, 3.624702204802027, 3.3000257395835817, 3.043294694438722, 2.7725778584427503, 2.54485624624968, 2.3064486717104, 2.1072402927385987, 1.9330842015367866, 1.749028408894656, 1.6210229764646895, 1.4618252917546988, 1.336927787323262, 1.2132238897490633, 1.1013062584299247, 1.000077765809443, 0.9259359469355327, 0.8493327354741527, 0.7722376820716348, 0.7015615628149909, 0.6384793073766377]",26.0,26.0,16.34648956195201,9.818032719875692,5.85328372933809,-0.50065998411667,32,4,193,21,synthetic
"[16.448400966396903, 15.290034153012689, 14.21364139349307, 13.343410894298287, 12.368996297924422, 11.265473959506869, 10.401192350441823, 9.582031133587472, 9.015110557456707, 8.44184516995286, 7.734986505909048, 7.026660856532853, 6.479262575322174, 6.021156979167632, 5.578694133549638, 5.20461567308317, 4.8057208134522655, 4.444012929801143, 4.187765708831668, 3.8676029478917147, 3.5806575378758065, 3.2748566828112313, 3.0087039567611664, 2.795507761566135, 2.5677156363163967, 2.379647061223362, 2.237967098028338, 2.076562565390547, 1.9444311327412585, 1.7813077089826934]","[-0.49604522092592424, -0.4908230217647727, -0.4901315541506624, -0.5073727360953, -0.5136741891437946, -0.49348095577884976, -0.5097382439870921, -0.4942361145424028, -0.5074071692882026, -0.5221895906939992, -0.5159197169827507, -0.49184465679672357, -0.49586654076395287, -0.49546447778966196, -0.4903020828023182, -0.5024144799655792, -0.504381805538907, -0.4872905958987101, -0.5046179122226182, -0.5020263688939145, -0.5101324114578359, -0.4908742905594299, -0.4859685079360022, -0.4896788200720701, -0.48607293180859346, -0.498203783624097, -0.5033009251415227, -0.48922946678248086, -0.5078369118427656, -0.4996458838338386]","[9.812275400404426, 9.202496028411446, 8.502445218481379, 7.961267538176702, 7.405363920843966, 6.808437466375132, 6.22372298396986, 5.7446284484915155, 5.338549746080224, 5.04423273790942, 4.62947008208757, 4.252547280649624, 3.8803889450702624, 3.6099029422737607, 3.3516495090398406, 3.1094444434701454, 2.8942195547119662, 2.6450149452220604, 2.5077374157120826, 2.3192399462162823, 2.1425095046987517, 1.9771066098154324, 1.8147408839830144, 1.6748048040799077, 1.563679584702436, 1.4138200308278308, 1.335230168711102, 1.2455987273677762, 1.1603463984716007, 1.0785593823435262, 0.977735886162414]",,30.0,16.448400966396903,9.812275400404426,6.712265771376979,-0.49920571223615906,32,4,191,22,synthetic
"[16.45345574968676, 15.585467976096608, 14.681501339882457, 13.699528151342609, 12.6547305379194, 11.779715076427292, 11.129148582073633, 10.540903019813992, 9.830314742822774, 9.291462658066909, 8.631602223102265, 7.95810593910235, 7.574918398029134, 7.098380452032342, 6.551457130435627, 6.144269469491808, 5.814850255868158, 5.4739140853774995, 4.97672197741324, 4.655234874359512, 4.367987660599888, 4.1005344579561545, 3.891319052368571, 3.606373743735567, 3.305293287933792, 3.0864101052489263, 2.935116351338902, 2.778607393403774, 2.580874873453922, 2.3822377796935794]","[-0.4960944971341892, -0.5065319909102568, -0.5006568706214364, -0.4998459019830908, -0.4914591789300021, -0.4886180905681675, -0.49135309006375977, -0.5005546053425717, -0.48929249840183525, -0.5062224843544751, -0.5038196727559477, -0.48684036897689115, -0.5011754689316545, -0.507790782247143, -0.4971412829333825, -0.5001702259399946, -0.5089767183434019, -0.523854303498035, -0.47448458515087016, -0.49350957684379404, -0.500123937164212, -0.4856486637762695, -0.5025840866657574, -0.5010486546373689, -0.4767197382055854, -0.4909805662067568, -0.49694315533820277, -0.5048650798990497, -0.5071173121401933, -0.4902627504562774]","[9.80613217555412, 9.214363424833103, 8.741084945989016, 8.205121857611712, 7.610820273118444, 7.039586390134608, 6.6120587183811, 6.274467971366048, 5.892877449421288, 5.496560049502273, 5.208845115922753, 4.741788731192454, 4.4868008971949385, 4.255519768403646, 3.9174992891635605, 3.6531406989798407, 3.440183011847396, 3.253378146785246, 3.016285536259065, 2.778101873238855, 2.6080575544417135, 2.4344561088792, 2.3227940622882888, 2.1657392655602195, 1.9959362498770372, 1.8496687369807072, 1.7242224058098, 1.6682616083132442, 1.5340825582342295, 1.4385074791762287, 1.3203707750852247]",,,16.45345574968676,9.80613217555412,7.452014578169247,-0.4974895379473524,32,4,244,23,synthetic
